Date,Year,Rank,Status,Name,Nationality,Gender,Age_Category,Time,Race,Race_Loc,Race_Dist
10-Oct-25,2025,DNF,DNF,jacques samaha,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,antuan aun,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,tiberio recchia,SWITZERLAND,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,sean burn,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,kelly young,USA,F,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,sam atherton,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,joseph giarrusso,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,rajay bagaria,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,sheryl lambert,USA,F,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,harold laudien,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jason graebner,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,bryan hitchcock,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,chris pannek,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,valentin aguilar,COSTA RICA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,rowena lajoy,USA,F,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,lester manchamé,GUATEMALA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jesus hernandez,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,chris talley,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,roger beutler,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,kehui wang,CHINA,F,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jani ripatti,FINLAND,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,brianna santos,USA,F,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,karen zhong,USA,F,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,cindy vera,USA,F,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,sasson lonner,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,karen chiday,USA,F,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,huy le,USA,F,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,baptiste derouin,FRANCE,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,brock painter,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jason harcum,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,brady haugh,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,egor agulov,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jose varcasia,ITALY,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,joey ta,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jonathan hart,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,xyrus ferriol,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,everardo nava,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,joshua bauer,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,tonya keyes christianson,USA,F,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jose mandarakas,PANAMA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,ivan zarak,PANAMA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,austin mower,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,christian cabahug,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,moon hwan kim,SOUTH KOREA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,kun li,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,nicole hopkins,USA,F,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,brian nguyen,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,eric earnshaw,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,blake bender,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,fengling liu,USA,F,60-64,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,ivan grytsiuk,UKRAINE,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,florian barillot,FRANCE,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,stephane barillot,FRANCE,M,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,tabata michelete ornelas arredondo,MEXICO,F,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,anonymous,FRANCE,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,tony torres,USA,M,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,oscar vega rodriguez,COSTA RICA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,kaori takai,JAPAN,F,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,cameron durity,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,hung mui hui,"HONG KONG, CHINA",F,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,baptiste belhandouz,FRANCE,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,matt pearson,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,bruce nguyen,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,kristi perryman,USA,F,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,christian roemer,GERMANY,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,francisco mora,MEXICO,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,wenyan zhou,CHINA,F,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jeff tan,AUSTRALIA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jun ji,CHINA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jinyong gao,CHINA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,michael rediker,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,russell isom,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,ethan carlson,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,drew bishop,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jesse myers,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,mark greco,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,noah gosnell,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,nathanael heyman,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,william kurzeja,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,michael finnell,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,yungai xiao,USA,F,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,mauro alves,BRAZIL,M,60-64,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,kyle chadwick,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jay silva,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,ramesh byanjankar,NEPAL,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,sean van horn,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,thomas pousset,FRANCE,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,eric alt,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,sean grady,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,tanner waite,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
