Date,Year,Rank,Status,Name,Nationality,Gender,Age_Category,Time,Race,Race_Loc,Race_Dist
10-Oct-25,2025,137,Finisher,todd nott,USA,M,60-64,28:42:29,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,138,Finisher,russell howard,USA,M,20-34,28:45:33,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,139,Finisher,willem bretz,USA,M,20-34,28:46:25,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,139,Finisher,virgil bretz,USA,M,50-54,28:46:25,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,141,Finisher,jerome bareth,FRANCE,M,45-49,28:51:15,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,142,Finisher,wes estes,USA,M,45-49,28:59:39,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,143,Finisher,gwangsoon choi,USA,M,50-54,29:01:11,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,144,Finisher,dave o'rourke,USA,M,45-49,29:02:08,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,145,Finisher,rodrigo cardoze,PANAMA,M,45-49,29:06:41,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,146,Finisher,samuel charette,CANADA,M,20-34,29:14:55,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,147,Finisher,tong zhu,USA,M,55-59,29:15:37,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,148,Finisher,ryan brady,USA,M,45-49,29:15:54,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,149,Finisher,josé ramirez,VENEZUELA,M,40-44,29:20:26,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,150,Finisher,scott jenkins,UNITED KINGDOM,M,45-49,29:21:00,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,151,Finisher,skyler baker,USA,M,20-34,29:23:07,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,152,Finisher,drew mebane,USA,M,50-54,29:24:27,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,153,Finisher,rodrigo osio,USA,M,35-39,29:24:35,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,154,Finisher,jin abraham kang,USA,M,45-49,29:25:32,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,155,Finisher,adam carlin,USA,M,40-44,29:27:02,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,156,Finisher,zenen hernandez,MEXICO,M,50-54,29:29:15,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,157,Finisher,anonymous,ITALY,M,45-49,29:34:04,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,157,Finisher,aline detry,BELGIUM,F,40-44,29:34:04,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,159,Finisher,michelle lomeli,USA,F,40-44,29:34:40,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,160,Finisher,juan manuel botti,ARGENTINA,M,35-39,29:36:21,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,161,Finisher,miguel carreon,USA,M,55-59,29:37:57,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,162,Finisher,simon jakob,GERMANY,M,20-34,29:41:26,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,163,Finisher,davis mcalister,USA,M,20-34,29:41:50,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,164,Finisher,joshua ferguson,USA,M,35-39,29:42:15,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,165,Finisher,peter lukes,USA,M,55-59,29:57:40,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,166,Finisher,monica saavedra,USA,F,40-44,30:01:08,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,167,Finisher,rosalba mejia,USA,F,40-44,30:01:58,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,168,Finisher,jose ramos,USA,M,50-54,30:05:19,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,169,Finisher,james mclean,UNITED KINGDOM,M,45-49,30:06:17,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,170,Finisher,alin flaidar,USA,M,60-64,30:07:59,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,171,Finisher,juan nieves,MEXICO,M,35-39,30:10:28,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,172,Finisher,geovanni chinchilla jimenez,COSTA RICA,M,45-49,30:15:34,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,173,Finisher,evan stavness,USA,M,35-39,30:16:19,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,174,Finisher,leonardo ribeiro de azevedo,BRAZIL,M,45-49,30:22:11,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,175,Finisher,julie putjenter,USA,F,20-34,30:22:14,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,176,Finisher,julien fontaine,CANADA,M,40-44,30:23:40,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,177,Finisher,jeremiah maestre,PHILIPPINES,M,35-39,30:28:13,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,178,Finisher,nick foreste,USA,M,35-39,30:29:19,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,179,Finisher,gabriel follonier,SWITZERLAND,M,35-39,30:30:04,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,180,Finisher,ryo yoshikawa,JAPAN,M,35-39,30:31:27,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,181,Finisher,anonymous,USA,F,35-39,30:35:03,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,182,Finisher,andrew shirman,USA,M,35-39,30:36:22,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,183,Finisher,damien bontemps,FRANCE,M,35-39,30:36:45,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,184,Finisher,ci hang chen,USA,M,45-49,30:38:30,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,185,Finisher,joanna zuniga,USA,F,35-39,30:40:36,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,186,Finisher,kei sakamoto,JAPAN,M,45-49,30:42:56,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,187,Finisher,eike falkenberg,USA,M,45-49,30:43:01,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,188,Finisher,yumei pacconi,USA,F,55-59,30:46:33,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,189,Finisher,alicia barros,URUGUAY,F,40-44,30:48:18,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,190,Finisher,miguel rodriguez,USA,M,20-34,30:50:08,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,191,Finisher,brandon johnson,USA,M,40-44,30:51:59,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,192,Finisher,james keller,USA,M,50-54,30:53:25,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,193,Finisher,david long,USA,M,60-64,30:54:41,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,194,Finisher,hiroyuki iwama,JAPAN,M,50-54,30:58:51,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,195,Finisher,vishal sahni,USA,M,45-49,31:00:45,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,196,Finisher,margot fleming,USA,F,40-44,31:00:53,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,197,Finisher,robert mello,USA,M,40-44,31:01:27,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,198,Finisher,joseph falcone,USA,M,40-44,31:03:59,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,199,Finisher,kenneth leonard,USA,M,20-34,31:04:05,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,200,Finisher,jun xian,CANADA,M,60-64,31:06:29,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,201,Finisher,yunguo xiao,USA,M,45-49,31:19:48,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,202,Finisher,david tahi,FRENCH POLYNESIA,M,35-39,31:23:35,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,203,Finisher,makoto miyazawa,JAPAN,M,45-49,31:25:39,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,204,Finisher,eric murray,USA,M,50-54,31:34:25,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,205,Finisher,kevin hunter,USA,M,20-34,31:34:43,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,206,Finisher,gabriel soler,BRAZIL,M,20-34,31:40:37,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,207,Finisher,benjamin stone,USA,M,20-34,31:42:45,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,208,Finisher,robert buchter,USA,M,40-44,31:43:01,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,209,Finisher,mary-anne mclennan,CANADA,F,45-49,31:47:41,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,210,Finisher,uwe stammer,GERMANY,M,50-54,31:51:08,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,211,Finisher,ariel cabrera,GUATEMALA,M,40-44,31:51:32,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,212,Finisher,kent blobaum,USA,M,60-64,31:51:39,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,213,Finisher,pablo garcia,GUATEMALA,M,50-54,31:51:45,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,214,Finisher,hohyun kim,USA,M,60-64,31:52:48,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,215,Finisher,nina grewal,USA,F,50-54,31:52:55,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,216,Finisher,chris keck,USA,M,45-49,31:54:47,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,217,Finisher,chris chipman,USA,M,20-34,31:55:46,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,218,Finisher,philippe lagace,CANADA,M,50-54,31:55:54,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,219,Finisher,jose aquino,HONDURAS,M,40-44,31:58:04,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,220,Finisher,german velasco,ARGENTINA,M,50-54,31:59:10,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,221,Finisher,josh phillips,USA,M,45-49,31:59:23,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,222,Finisher,jorge avedis haydochian,ARGENTINA,M,45-49,32:01:33,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,223,Finisher,bryan madrid,USA,M,20-34,32:04:04,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,224,Finisher,casey skottke,USA,M,35-39,32:08:21,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,225,Finisher,ike kim,USA,M,60-64,32:09:42,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,226,Finisher,catherine taylor,USA,F,35-39,32:10:09,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,227,Finisher,daniel loder,USA,M,50-54,32:13:08,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,228,Finisher,emmanuel pierson,FRANCE,M,55-59,32:16:46,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,229,Finisher,anthony bosredon,FRANCE,M,35-39,32:16:49,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,230,Finisher,callan cranenburgh,AUSTRALIA,M,20-34,32:17:07,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,231,Finisher,garret evans,USA,M,45-49,32:17:55,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,232,Finisher,drew meyers,USA,M,20-34,32:18:17,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,233,Finisher,david leclaire,CANADA,M,35-39,32:19:43,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,234,Finisher,rong hu,"HONG KONG, CHINA",F,40-44,32:21:45,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,235,Finisher,paul webb,USA,M,45-49,32:25:27,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,236,Finisher,steven martin,USA,M,35-39,32:27:46,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,237,Finisher,eric pape,USA,M,45-49,32:27:58,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,238,Finisher,james remmers,USA,M,20-34,32:35:20,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,239,Finisher,cyndi jackson,USA,F,45-49,32:43:15,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,240,Finisher,thomas fricke,USA,M,20-34,32:45:18,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,241,Finisher,john small,USA,M,35-39,32:45:30,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,242,Finisher,mauricio palacios,USA,M,40-44,32:46:37,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,243,Finisher,erik martin,USA,M,45-49,32:51:39,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,244,Finisher,courtland bascon,USA,M,50-54,32:52:08,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,245,Finisher,akihiro suzuki,JAPAN,M,55-59,32:56:46,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,246,Finisher,wei zhang,USA,F,55-59,32:58:44,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,247,Finisher,pedro ambrus de moraes,USA,M,20-34,32:59:18,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,248,Finisher,ashleigh biggs,USA,F,20-34,33:03:49,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,249,Finisher,dylan lahr,USA,M,35-39,33:05:03,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,250,Finisher,martin pleynet,USA,M,20-34,33:08:46,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,251,Finisher,greg briggs,USA,M,45-49,33:22:48,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,252,Finisher,vivian lee,USA,F,55-59,33:23:53,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,253,Finisher,anthony gregoire,FRANCE,M,50-54,33:25:03,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,254,Finisher,damien siecker,FRANCE,M,35-39,33:25:09,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,255,Finisher,adelina zylker,USA,F,40-44,33:26:10,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,256,Finisher,luis garcia,USA,M,50-54,33:27:19,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,257,Finisher,andrew hernandez,USA,M,35-39,33:29:48,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,258,Finisher,iuliia maslo,UKRAINE,F,35-39,33:31:17,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,259,Finisher,otto lam,USA,M,50-54,33:34:19,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,260,Finisher,james blackwell,USA,M,35-39,33:35:02,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,261,Finisher,real perriard,CANADA,M,65-69,33:38:22,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,262,Finisher,kyle hunter,USA,M,20-34,33:39:38,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,263,Finisher,david poveda,VENEZUELA,M,40-44,33:42:58,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,264,Finisher,patrick tigue,USA,M,45-49,33:46:04,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,265,Finisher,michael nguyen,USA,M,40-44,33:48:18,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,266,Finisher,daniel downes,USA,M,20-34,33:52:02,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,267,Finisher,claude dardant,USA,M,60-64,33:54:54,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,268,Finisher,joshua haws,USA,M,20-34,33:56:33,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,268,Finisher,ryan conlogue,USA,M,20-34,33:56:33,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,270,Finisher,adam miller,USA,M,20-34,33:56:40,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,271,Finisher,robert ramirez,USA,M,45-49,33:56:44,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,272,Finisher,shay mccormick,USA,M,20-34,33:58:20,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,273,Finisher,salim bousleiman,LEBANON,M,55-59,34:02:32,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,274,Finisher,qian peng,USA,M,50-54,34:06:02,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,275,Finisher,lisa dewitt,USA,F,60-64,34:06:03,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,276,Finisher,francisco rodriguez,USA,M,50-54,34:11:05,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,277,Finisher,jose luis razo,USA,M,50-54,34:11:16,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,278,Finisher,thomas jonsson,SWEDEN,M,40-44,34:15:19,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,279,Finisher,jose vallejo,USA,M,45-49,34:17:35,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,280,Finisher,huanyuan sheng,USA,M,50-54,34:21:41,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,281,Finisher,jong ju jun,SOUTH KOREA,M,55-59,34:24:15,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,282,Finisher,nick meraz,USA,M,35-39,34:25:42,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,283,Finisher,shuji yabe,JAPAN,M,60-64,34:30:23,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,284,Finisher,james schlagenhaft,USA,M,20-34,34:31:59,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,285,Finisher,alex tripp,USA,M,60-64,34:33:05,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,286,Finisher,lilah parker,USA,F,20-34,34:33:44,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,287,Finisher,andrey prihodko,UKRAINE,M,50-54,34:34:13,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,288,Finisher,joseph sierra barahona,MEXICO,M,20-34,34:37:33,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,289,Finisher,aura mayorga,GUATEMALA,F,55-59,34:39:36,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,290,Finisher,susan lang,USA,F,50-54,34:40:42,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,291,Finisher,adam valentino,USA,M,40-44,34:45:26,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,292,Finisher,hoang lien san nguyen,AUSTRALIA,F,40-44,34:48:29,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,293,Finisher,mirko andric,USA,M,50-54,34:52:27,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,294,Finisher,kenichi maruyama,JAPAN,M,50-54,34:53:34,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,295,Finisher,justin kunz,USA,M,20-34,34:54:17,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,296,Finisher,xiaodong zou,USA,F,50-54,34:56:47,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,297,Finisher,jong du choi,SOUTH KOREA,M,55-59,34:57:12,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,298,Finisher,helen huang,USA,F,55-59,34:57:48,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,299,Finisher,christian johnson,USA,M,35-39,34:58:21,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,300,Finisher,juan miguel silva,USA,M,35-39,34:58:28,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,301,Finisher,ryan garber,USA,M,45-49,35:00:04,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,302,Finisher,jesse mejia,USA,M,55-59,35:00:53,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,303,Finisher,antonio alves,PORTUGAL,M,50-54,35:04:04,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,304,Finisher,greg sianez,USA,M,20-34,35:06:44,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,305,Finisher,anthony arguija,USA,M,45-49,35:08:12,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,306,Finisher,andrew neumann,USA,M,20-34,35:10:56,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,307,Finisher,raquel lopez,MEXICO,F,50-54,35:14:41,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,308,Finisher,sergio alburez,GUATEMALA,M,45-49,35:15:33,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,309,Finisher,kosuke masaki,JAPAN,M,60-64,35:15:39,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,310,Finisher,david calligaris,FRANCE,M,45-49,35:19:27,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,311,Finisher,shaun coe,USA,M,35-39,35:19:44,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,312,Finisher,alex west,USA,M,20-34,35:20:30,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,313,Finisher,sean emery,USA,M,20-34,35:24:09,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,314,Finisher,oscar rebolledo,USA,M,40-44,35:24:12,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,315,Finisher,zachary kraus,USA,M,45-49,35:25:09,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,316,Finisher,john minkema,USA,M,45-49,35:26:27,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,317,Finisher,larry mejia,MEXICO,M,45-49,35:27:12,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,318,Finisher,justin gaerlan,USA,M,40-44,35:28:27,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,319,Finisher,ann ongena,USA,F,60-64,35:29:13,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,320,Finisher,geovanny ona,ECUADOR,M,50-54,35:31:23,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,321,Finisher,thomas simmerling,USA,M,20-34,35:34:36,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,322,Finisher,alejandro rivero,VENEZUELA,M,35-39,35:34:41,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,323,Finisher,ferry kangsadjaja,INDONESIA,M,50-54,35:41:47,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,324,Finisher,charline vilchis,USA,F,35-39,35:42:40,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,325,Finisher,jacqueline samanta ornelas arredondo,MEXICO,F,40-44,35:45:03,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,326,Finisher,agamemnon ortega,USA,M,45-49,35:46:16,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,327,Finisher,constance garro,USA,F,60-64,35:48:46,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,328,Finisher,luke thomas,USA,M,45-49,35:49:47,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,christian yance,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,steven nicosia,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,matt o'connor,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jonathan sotzing,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,kurtis geiger,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,walter niemetschek,USA,M,65-69,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,rhys jenkins,UNITED KINGDOM,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,nick irvine,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,shane newell,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jessi newell,USA,F,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,nicolas tealdi pezzatti,URUGUAY,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,toru suzuki,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,alexandre roy,FRANCE,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,benjamin bittick,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,anonymous,URUGUAY,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,ryan mills,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,dakota waldvogel,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,jay johnson,CANADA,M,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
10-Oct-25,2025,DNF,DNF,kaylee doucette,USA,F,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
