gt_race_id,gt_race_name,gt_normalized_name,gt_gender,ticket_position,gt_time,ws_series_id,ws_race_id,ws_date,ws_year,ws_rank,ws_status,nationality,ws_gender_rank,age_category,ws_time,ws_race
112165,Javelina,hannah allgood,F,2,0.61006944444444400,17002,119682,2025-06-28,2025,19,Finisher,USA,7,20-34,0.7354398148148150,Western States
115592,Black Canyon,seth ruhling,M,1,0.30896990740740700,17002,119682,2025-06-28,2025,6,Finisher,USA,6,20-34,0.6247222222222220,Western States
115592,Black Canyon,joe mcconaughy,M,3,0.31362268518518500,17002,119682,2025-06-28,2025,23,Finisher,USA,14,20-34,0.7517824074074070,Western States
115592,Black Canyon,tara dower,F,1,0.35078703703703700,17002,119682,2025-06-28,2025,,DNF,USA,,20-34,,Western States
115592,Black Canyon,abby hall,F,3,0.36984953703703700,17002,119682,2025-06-28,2025,11,Finisher,USA,1,20-34,0.6925462962962960,Western States
89525,Tarawera,hiroki kai,M,1,0.32552083333333300,17002,119682,2025-06-28,2025,10,Finisher,JPN,10,20-34,0.6824768518518520,Western States
89525,Tarawera,adrian macdonald,M,2,0.32714120370370400,17002,119682,2025-06-28,2025,35,Finisher,USA,22,35-39,0.8433449074074070,Western States
89525,Tarawera,caitlin fielder,F,1,0.35468750000000000,17002,119682,2025-06-28,2025,20,Finisher,AND,8,20-34,0.7412731481481480,Western States
89525,Tarawera,nancy jiang,F,2,0.38209490740740700,17002,119682,2025-06-28,2025,36,Finisher,NZL,14,20-34,0.8454166666666670,Western States
126002,Chianti (UTCC),kilian jornet burgada,M,1,0.43572916666666700,17002,119682,2025-06-28,2025,3,Finisher,NOR,3,35-39,0.5967824074074070,Western States
126002,Chianti (UTCC),vincent bouillard,M,2,0.43607638888888900,17002,119682,2025-06-28,2025,,DNF,FRA,,20-34,,Western States
126002,Chianti (UTCC),fiona pascall,F,1,0.52429398148148100,17002,119682,2025-06-28,2025,17,Finisher,GBR,5,35-39,0.7235185185185190,Western States
126002,Chianti (UTCC),johanna antila,F,2,0.53706018518518500,17002,119682,2025-06-28,2025,30,Finisher,FIN,12,45-49,0.8008796296296300,Western States
73545,The Canyons,hans troyer,M,1,0.35208333333333300,17002,119682,2025-06-28,2025,8,Finisher,USA,8,20-34,0.6714351851851850,Western States
73545,The Canyons,hannes namberger,M,2,0.35575231481481500,17002,119682,2025-06-28,2025,14,Finisher,DEU,11,35-39,0.7080208333333330,Western States
73545,The Canyons,ryan montgomery,M,3,0.36473379629629600,17002,119682,2025-06-28,2025,7,Finisher,USA,7,20-34,0.6628356481481480,Western States
73545,The Canyons,marianne hogan,F,1,0.41023148148148100,17002,119682,2025-06-28,2025,13,Finisher,CAN,3,35-39,0.7020601851851850,Western States
73545,The Canyons,keely henninger,F,2,0.41539351851851900,17002,119682,2025-06-28,2025,21,Finisher,USA,9,20-34,0.7481944444444440,Western States
73545,The Canyons,erin clark,F,3,0.41603009259259300,17002,119682,2025-06-28,2025,28,Finisher,USA,11,20-34,0.7863657407407410,Western States
141024,CCC,adam peterman,M,2,0.43668981481481500,17002,119682,2025-06-28,2025,68,Finisher,USA,49,20-34,0.9649189814814810,Western States
141024,CCC,peter frano,M,1,0.43561342592592600,17002,119682,2025-06-28,2025,9,Finisher,SVK,9,20-34,0.6741203703703700,Western States
62321,Festival Des Templiers,aurelien collet,M,2,,17002,87878,2022-06-25,2022,,DNS,,,,,
84317,Black Canyon,trueheart brown,M,1,,17002,87878,2022-06-25,2022,,DNS,,,,,
81876,Javelina,ryan montgomery,M,2,,17002,87878,2022-06-25,2022,,DNS,,,,,
37542,The Canyons,jazmine lowther,F,1,,17002,87878,2022-06-25,2022,,DNS,,,,,
90708,Javelina,devon yanko,F,1,,17002,97204,2023-06-24,2023,,DNS,,,,,
37338,Grindstone,devon yanko,F,2,,17002,108752,2024-06-29,2024,,DNS,,,,,
115592,Black Canyon,will murray,M,2,,17002,119682,2025-06-28,2025,,DNS,,,,,
115592,Black Canyon,lin chen,F,2,,17002,119682,2025-06-28,2025,,DNS,,,,,
141024,CCC,huohua zhang,M,3,,17002,119682,2025-06-28,2025,,DNS,,,,,
