Race_ID,Series_ID,Race_Date,Race_Name,Actual_Dist,Diff_Index,Gender,Ticket_Position,Name,Nationality,Age_Category,Gender_Rank,WS_Date,WS_Year,WS_ID,WS_Finisher_Flag,WS_DNF_Flag,WS_DNS_Flag,GT_Finish_Time,GT_Pace,WS_Finish_Time,WS_Pace,WS_Gender_Rank,Num_WS_Finish,Days_to_WS
67039,10254,2/15/2020,Black Canyon,62.93,31.4,F,1,cecilia flori,USA,35-39,2,6/26/2021,2021,79446,FALSE,FALSE,TRUE,0.39400463,9:00,,,,2,497
67039,10254,2/15/2020,Black Canyon,62.93,31.4,M,2,elliot cardin,CAN,20-34,3,6/26/2021,2021,79446,FALSE,TRUE,FALSE,0.34693287,7:56,,,,0,497
67039,10254,2/15/2020,Black Canyon,62.93,31.4,F,2,stephanie auston,AUS,20-34,3,6/26/2021,2021,79446,FALSE,FALSE,TRUE,0.396631944,9:04,,,,0,497
73545,3753,4/26/2025,The Canyons,61.7,41.5,M,1,hans troyer,USA,20-34,2,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.352083333,8:13,0.671435185,9:40,8,0,63
73545,3753,4/26/2025,The Canyons,61.7,41.5,F,1,marianne hogan,CAN,35-39,2,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.410231481,9:34,0.702060185,10:07,3,1,63
73545,3753,4/26/2025,The Canyons,61.7,41.5,M,2,hannes namberger,DEU,35-39,3,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.355752315,8:18,0.708020833,10:12,11,0,63
73545,3753,4/26/2025,The Canyons,61.7,41.5,F,2,keely henninger,USA,20-34,3,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.415393519,9:41,0.748194444,10:46,9,1,63
73545,3753,4/26/2025,The Canyons,61.7,41.5,F,3,erin clark,USA,20-34,4,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.416030093,9:42,0.786365741,11:19,11,0,63
73545,3753,4/26/2025,The Canyons,61.7,41.5,M,3,ryan montgomery,USA,20-34,5,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.364733796,8:30,0.662835648,9:33,7,2,63
77199,10254,2/13/2021,Black Canyon,62.93,31.4,M,1,tyler green,USA,35-39,1,6/26/2021,2021,79446,TRUE,FALSE,FALSE,0.337881944,7:43,0.674328704,9:43,2,1,133
77199,10254,2/13/2021,Black Canyon,62.93,31.4,M,2,eric senseman,USA,20-34,2,6/26/2021,2021,79446,TRUE,FALSE,FALSE,0.340902778,7:48,0.874467593,12:36,13,1,133
77199,10254,2/13/2021,Black Canyon,62.93,31.4,F,1,sarah keyes,USA,35-39,3,6/26/2021,2021,79446,TRUE,FALSE,FALSE,0.387569444,8:52,0.907881944,13:04,12,1,133
77199,10254,2/13/2021,Black Canyon,62.93,31.4,F,2,mireya vargas,USA,35-39,4,6/26/2021,2021,79446,TRUE,FALSE,FALSE,0.400231481,9:09,0.949525463,13:40,16,0,133
81876,12057,10/30/2021,Javelina,98.43,44.1,M,1,arlen glick,USA,20-34,1,6/25/2022,2022,87878,TRUE,FALSE,FALSE,0.551979167,8:04,0.664085648,9:34,3,0,238
81876,12057,10/30/2021,Javelina,98.43,44.1,F,1,camille herron,USA,40-44,1,6/25/2022,2022,87878,TRUE,FALSE,FALSE,0.58568287,8:34,0.786041667,11:19,8,1,238
81876,12057,10/30/2021,Javelina,98.43,44.1,M,2,ryan montgomery,USA,20-34,2,6/25/2022,2022,87878,FALSE,FALSE,TRUE,0.565185185,8:16,,,,0,238
81876,12057,10/30/2021,Javelina,98.43,44.1,F,2,brittany peterson,USA,35-39,2,6/25/2022,2022,87878,TRUE,FALSE,FALSE,0.657905093,9:37,0.927858796,13:22,16,1,238
84317,10254,2/13/2022,Black Canyon,62.93,31.4,M,1,trueheart brown,USA,40-44,1,6/25/2022,2022,87878,FALSE,FALSE,TRUE,0.3315625,7:35,,,,0,132
84317,10254,2/13/2022,Black Canyon,62.93,31.4,M,2,scott traer,USA,40-44,2,6/25/2022,2022,87878,TRUE,FALSE,FALSE,0.335497685,7:40,0.691238426,9:57,10,0,132
84317,10254,2/13/2022,Black Canyon,62.93,31.4,F,1,dominika stelmach,POL,40-44,2,6/25/2022,2022,87878,TRUE,FALSE,FALSE,0.382546296,8:45,0.931886574,13:25,17,0,132
84317,10254,2/13/2022,Black Canyon,62.93,31.4,M,3,jeffrey colt,USA,20-34,3,6/25/2022,2022,87878,TRUE,FALSE,FALSE,0.336967593,7:42,0.702696759,10:07,11,0,132
84317,10254,2/13/2022,Black Canyon,62.93,31.4,F,2,anne-marie madden,CAN,40-44,3,6/25/2022,2022,87878,TRUE,FALSE,FALSE,0.391574074,8:57,0.818564815,11:47,11,0,132
84317,10254,2/13/2022,Black Canyon,62.93,31.4,F,3,taylor nowlin,USA,20-34,4,6/25/2022,2022,87878,TRUE,FALSE,FALSE,0.405717593,9:17,0.7824305555556,11:16,7,0,132
89523,895,2/11/2023,Tarawera,63.69,33.7,M,1,daniel jones,NZL,20-34,1,6/24/2023,2023,97204,TRUE,FALSE,FALSE,0.311053241,7:01,0.640451389,9:13,5,0,133
89523,895,2/11/2023,Tarawera,63.69,33.7,F,1,nancy jiang,NZL,20-34,1,6/24/2023,2023,97204,TRUE,FALSE,FALSE,0.393148148,8:53,0.998171296,14:22,23,0,133
89523,895,2/11/2023,Tarawera,63.69,33.7,F,2,stephanie auston,AUS,20-34,2,6/24/2023,2023,97204,TRUE,FALSE,FALSE,0.394085648,8:54,0.832037037,11:59,13,0,133
89523,895,2/11/2023,Tarawera,63.69,33.7,M,2,ryan montgomery,USA,20-34,3,6/24/2023,2023,97204,TRUE,FALSE,FALSE,0.341215278,7:42,0.651793981,9:23,7,0,133
89525,895,2/15/2025,Tarawera,63.69,33.7,M,1,hiroki kai,JPN,20-34,2,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.325520833,7:21,0.682476852,9:50,10,0,133
89525,895,2/15/2025,Tarawera,63.69,33.7,F,1,caitlin fielder,AND,20-34,2,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.3546875,8:01,0.741273148,10:40,8,0,133
89525,895,2/15/2025,Tarawera,63.69,33.7,M,2,adrian macdonald,USA,35-39,3,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.327141204,7:23,0.843344907,12:09,22,0,133
89525,895,2/15/2025,Tarawera,63.69,33.7,F,2,nancy jiang,NZL,20-34,5,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.382094907,8:38,0.845416667,12:10,14,1,133
90708,12057,10/29/2022,Javelina,98.43,44.1,M,1,dakota jones,USA,20-34,1,6/24/2023,2023,97204,TRUE,FALSE,FALSE,0.540300926,7:54,0.708773148,10:12,17,0,238
90708,12057,10/29/2022,Javelina,98.43,44.1,F,1,devon yanko,USA,40-44,1,6/24/2023,2023,97204,FALSE,FALSE,TRUE,0.608449074,8:54,,,,1,238
90708,12057,10/29/2022,Javelina,98.43,44.1,M,2,jonathan rea,USA,20-34,2,6/24/2023,2023,97204,TRUE,FALSE,FALSE,0.545810185,7:59,0.6934375,9:59,14,1,238
90708,12057,10/29/2022,Javelina,98.43,44.1,F,2,riley brady,USA,20-34,2,6/24/2023,2023,97204,TRUE,FALSE,FALSE,0.615081019,8:59,0.874328704,12:35,14,0,238
91882,74589,4/2/2016,Gorge Waterfalls 100K,64.57,40,F,1,jodee adams-moore,USA,20-34,1,6/25/2016,2016,34773,TRUE,FALSE,FALSE,0.436087963,9:43,0.871458333,12:33,9,0,84
91882,74589,4/2/2016,Gorge Waterfalls 100K,64.57,40,M,1,chris mocko,USA,20-34,2,6/25/2016,2016,34773,TRUE,FALSE,FALSE,0.381990741,8:31,0.709571759,10:13,7,0,84
91882,74589,4/2/2016,Gorge Waterfalls 100K,64.57,40,F,2,amanda basham,USA,20-34,2,6/25/2016,2016,34773,TRUE,FALSE,FALSE,0.440393519,9:49,0.841423611,12:07,4,0,84
91882,74589,4/2/2016,Gorge Waterfalls 100K,64.57,40,M,2,jeremy humphrey,USA,35-39,3,6/25/2016,2016,34773,FALSE,TRUE,FALSE,0.398738426,8:53,,,,0,84
91883,74589,4/8/2017,Gorge Waterfalls 100K,64.57,40,M,1,jim walmsley,USA,20-34,1,6/24/2017,2017,41765,FALSE,TRUE,FALSE,0.347546296,7:45,,,,1,77
91883,74589,4/8/2017,Gorge Waterfalls 100K,64.57,40,F,1,kaytlyn gerbin,USA,20-34,1,6/24/2017,2017,41765,TRUE,FALSE,FALSE,0.455138889,10:09,0.865914352,12:28,4,0,77
93392,10254,2/18/2023,Black Canyon,62.93,31.4,M,1,anthony costales,USA,20-34,1,6/24/2023,2023,97204,TRUE,FALSE,FALSE,0.314467593,7:11,0.631435185,9:06,3,0,126
93392,10254,2/18/2023,Black Canyon,62.93,31.4,F,1,keely henninger,USA,20-34,1,6/24/2023,2023,97204,FALSE,TRUE,FALSE,0.364930556,8:21,,,,1,126
93392,10254,2/18/2023,Black Canyon,62.93,31.4,M,2,janosch kowalczyk,DEU,20-34,3,6/24/2023,2023,97204,TRUE,FALSE,FALSE,0.319444444,7:18,0.673136574,9:42,10,0,126
93392,10254,2/18/2023,Black Canyon,62.93,31.4,F,2,meghan morgan,USA,20-34,3,6/24/2023,2023,97204,TRUE,FALSE,FALSE,0.370740741,8:29,0.758009259,10:55,10,0,126
99186,12057,10/28/2023,Javelina,98.43,44.1,M,1,jonathan rea,USA,20-34,1,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.529976852,7:45,0.634143519,9:08,9,2,245
99186,12057,10/28/2023,Javelina,98.43,44.1,F,1,heather jackson,USA,40-44,1,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.600543981,8:47,0.71994213,10:22,7,0,245
99186,12057,10/28/2023,Javelina,98.43,44.1,M,2,blake slattengren,USA,20-34,2,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.540358796,7:54,0.638159722,9:11,11,0,245
99186,12057,10/28/2023,Javelina,98.43,44.1,F,2,ragna debats,ESP,45-49,2,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.621840278,9:05,0.917337963,13:13,21,1,245
104108,10254,2/10/2024,Black Canyon,62.93,31.4,M,1,hayden hawks,USA,20-34,1,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.312708333,7:09,0.600358796,8:39,3,2,140
104108,10254,2/10/2024,Black Canyon,62.93,31.4,F,1,rachel drake,USA,20-34,1,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.366238426,8:22,0.72818287,10:29,8,0,140
104108,10254,2/10/2024,Black Canyon,62.93,31.4,M,2,jupiter carera casas,MEX,20-34,2,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.319398148,7:18,0.718113426,10:20,17,0,140
104108,10254,2/10/2024,Black Canyon,62.93,31.4,F,2,becca windell,USA,35-39,2,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.369976852,8:27,0.818530093,11:47,16,0,140
104108,10254,2/10/2024,Black Canyon,62.93,31.4,M,3,chris myers,USA,20-34,3,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.321550926,7:21,0.637789352,9:11,10,0,140
104108,10254,2/10/2024,Black Canyon,62.93,31.4,F,3,lauren puretz,USA,40-44,3,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.379837963,8:41,0.786400463,11:19,13,0,140
112165,12057,10/26/2024,Javelina,98.43,44.1,M,1,david roche,USA,35-39,1,6/28/2025,2025,119682,FALSE,TRUE,FALSE,0.531296296,7:46,,,,0,245
112165,12057,10/26/2024,Javelina,98.43,44.1,F,1,riley brady,USA,20-34,1,6/28/2025,2025,119682,FALSE,TRUE,FALSE,0.596539352,8:43,,,,1,245
112165,12057,10/26/2024,Javelina,98.43,44.1,M,2,jeff mogavero,USA,20-34,2,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.537858796,7:52,0.604293981,8:42,4,0,245
112165,12057,10/26/2024,Javelina,98.43,44.1,F,2,hannah allgood,USA,20-34,2,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.610069444,8:55,0.735439815,10:35,7,0,245
115592,10254,2/8/2025,Black Canyon,62.93,31.4,M,1,seth ruhling,USA,20-34,1,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.308969907,7:04,0.624722222,9:00,6,0,140
115592,10254,2/8/2025,Black Canyon,62.93,31.4,M,2,will murray,USA,20-34,2,6/28/2025,2025,119682,FALSE,FALSE,TRUE,0.310335648,7:06,,,,,140
115592,10254,2/8/2025,Black Canyon,62.93,31.4,F,1,tara dower,USA,20-34,2,6/28/2025,2025,119682,FALSE,TRUE,FALSE,0.350787037,8:01,,,,0,140
115592,10254,2/8/2025,Black Canyon,62.93,31.4,M,3,joe mcconaughy,USA,20-34,3,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.313622685,7:10,0.751782407,10:50,14,0,140
115592,10254,2/8/2025,Black Canyon,62.93,31.4,F,2,lin chen,CHN,20-34,4,6/28/2025,2025,119682,FALSE,FALSE,TRUE,0.368518519,8:25,,,,0,140
115592,10254,2/8/2025,Black Canyon,62.93,31.4,F,3,abby hall,USA,20-34,5,6/28/2025,2025,119682,TRUE,FALSE,FALSE,8:52:35,8:27,16:37:16,9:58,1,1,140
122877,12057,10/25/2025,Javelina,98.43,44.1,M,1,will murray,,,1,,2026,112625,,,,,,,,,,
122877,12057,10/25/2025,Javelina,98.43,44.1,F,1,tara dower,,,1,,2026,112625,,,,,,,,,,
122877,12057,10/25/2025,Javelina,98.43,44.1,M,2,canyon woodward,,,3,,2026,112625,,,,,,,,,,
122877,12057,10/25/2025,Javelina,98.43,44.1,F,2,addie bracy,,,3,,2026,112625,,,,,,,,,,
126002,29669,3/22/2025,Chianti (UTCC),74.92,50.2,F,1,fiona pascall,GBR,35-39,1,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.524293981,10:04,0.723518519,10:25,5,0,98
126002,29669,3/22/2025,Chianti (UTCC),74.92,50.2,M,1,kilian jornet burgada,NOR,35-39,2,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.435729167,8:22,0.596782407,8:36,3,2,98
126002,29669,3/22/2025,Chianti (UTCC),74.92,50.2,F,2,johanna antila,FIN,45-49,2,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.537060185,10:19,0.80087963,11:32,12,0,98
126002,29669,3/22/2025,Chianti (UTCC),74.92,50.2,M,2,vincent bouillard,FRA,20-34,3,6/28/2025,2025,119682,FALSE,TRUE,FALSE,0.436076389,8:22,,,,0,98
141023,141,9/1/2023,CCC,62.53,59.5,M,1,jonathan albon,NOR,35-39,1,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.426678241,9:49,0.622928241,8:58,6,0,302
141023,141,9/1/2023,CCC,62.53,59.5,F,1,yngvild kaspersen,NOR,20-34,1,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.49400463,11:22,0.701840278,10:06,5,0,302
141023,141,9/1/2023,CCC,62.53,59.5,M,2,dakota jones,USA,20-34,3,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.445601852,10:15,0.736886574,10:37,18,1,302
141023,141,9/1/2023,CCC,62.53,59.5,F,2,emily schmitz,USA,40-44,5,6/29/2024,2024,108752,TRUE,FALSE,FALSE,0.529444444,12:11,0.777719907,11:12,12,0,302
141024,141,8/30/2024,CCC,62.53,59.5,M,1,peter frano,SVK,20-34,2,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.435613426,10:01,0.67412037,9:42,9,0,302
141024,141,8/30/2024,CCC,62.53,59.5,F,1,martyna mlynarczyk,POL,35-39,2,6/28/2025,2025,119682,FALSE,TRUE,FALSE,0.507777778,11:41,,,,0,302
141024,141,8/30/2024,CCC,62.53,59.5,M,2,adam peterman,USA,20-34,3,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.436689815,10:03,0.964918981,13:54,49,1,302
141024,141,8/30/2024,CCC,62.53,59.5,F,2,rosanna buchauer,DEU,35-39,3,6/28/2025,2025,119682,FALSE,TRUE,FALSE,0.511747685,11:47,,,,0,302
141024,141,8/30/2024,CCC,62.53,59.5,F,3,hau ha thi,VNM,35-39,4,6/28/2025,2025,119682,TRUE,FALSE,FALSE,0.525185185,12:05,0.724849537,10:26,6,0,302
141024,141,8/30/2024,CCC,62.53,59.5,M,3,huohua zhang,CHN,20-34,5,6/28/2025,2025,119682,FALSE,FALSE,TRUE,0.448310185,10:19,,,,0,302
