Race_ID,Series_ID,Race_Date,Race_Name,Actual_Dist,Diff_Index,Gender,Ticket_Position,Name,Nationality,Age_Category,Gender_Rank,WS_Date,WS_Year,WS_ID,WS_Finisher_Flag,WS_DNF_Flag,WS_DNS_Flag,GT_Finish_Time,GT_Pace,WS_Finish_Time,WS_Pace,WS_Gender_Rank,Num_WS_Finish,Days_to_WS
57573,50487,4/13/2019,Lake Sonoma 50M,50.49,30.5,F,1,addie bracy,USA,20-34,3,6/29/2019,2019,61359,TRUE,FALSE,FALSE,0.311076389,8:52,0.828912037,11:56,9,0,77
57573,50487,4/13/2019,Lake Sonoma 50M,50.49,30.5,M,2,stephen kersh,USA,20-34,4,6/29/2019,2019,61359,TRUE,FALSE,FALSE,0.26318287,7:30,0.662673611,9:33,7,0,77
57827,10254,2/16/2019,Black Canyon,62.93,31.4,M,1,matt daniels,USA,20-34,1,6/29/2019,2019,61359,TRUE,FALSE,FALSE,0.30587963,6:59,0.64,9:13,5,0,133
57827,10254,2/16/2019,Black Canyon,62.93,31.4,F,1,kaci lickteig,USA,20-34,1,6/29/2019,2019,61359,TRUE,FALSE,FALSE,0.360162037,8:14,0.747164352,10:46,3,5,133
57827,10254,2/16/2019,Black Canyon,62.93,31.4,F,2,yiou wang,USA,20-34,2,6/29/2019,2019,61359,FALSE,TRUE,FALSE,0.366967593,8:23,,,,1,133
57827,10254,2/16/2019,Black Canyon,62.93,31.4,M,2,eric senseman,USA,20-34,3,6/29/2019,2019,61359,FALSE,TRUE,FALSE,0.323831019,7:24,,,,1,133
62321,623,10/22/2021,Festival Des Templiers,63.29,43.6,M,1,vincent viet,FRA,35-39,1,6/25/2022,2022,87878,TRUE,FALSE,FALSE,0.45306713,10:18,0.686365741,9:53,7,0,246
62321,623,10/22/2021,Festival Des Templiers,63.29,43.6,M,2,aurelien collet,FRA,40-44,2,6/25/2022,2022,87878,FALSE,FALSE,TRUE,0.461041667,10:29,,,,0,246
62321,623,10/22/2021,Festival Des Templiers,63.29,43.6,F,2,anne-lise le quere,FRA,20-34,2,6/25/2022,2022,87878,TRUE,FALSE,FALSE,0.537395833,12:13,1.146689815,16:31,37,0,246
67039,10254,2/15/2020,Black Canyon,62.93,31.4,M,1,charlie ware,USA,35-39,2,6/26/2021,2021,79446,FALSE,TRUE,FALSE,0.346840278,7:56,,,,3,497
