,Date,Year,Rank,First_Name,Last_Name,Name,City,State,Age,Gender_Div,Div_Place,Time,Ultra_Rank,Status,Race,Race_Loc,Race_Dist
774,"Friday, Jul 14, 2023",2021,40,Gavin,McKenzie,Gavin McKenzie,Arvada,CO,39,M,30,38:29:32,76.46,Finisher,Hard Rock 100,"Silverton, CO",100M
775,"Friday, Jul 14, 2023",2021,41,Adelaido,Solis,Adelaido Solis,San Jose,CA,54,M,31,38:46:13,78.99,Finisher,Hard Rock 100,"Silverton, CO",100M
776,"Friday, Jul 14, 2023",2021,42,Jakub,Galczynski,Jakub Galczynski,Ketchum,ID,35,M,32,38:50:14,85.16,Finisher,Hard Rock 100,"Silverton, CO",100M
777,"Friday, Jul 14, 2023",2021,43,Julian,Vicente,Julian Vicente,Kelowna,BC,50,M,33,38:51:55,77.12,Finisher,Hard Rock 100,"Silverton, CO",100M
778,"Friday, Jul 14, 2023",2021,44,Robert,Harem,Robert Harem,Mount Pleasant,SC,39,M,34,38:54:55,82.18,Finisher,Hard Rock 100,"Silverton, CO",100M
779,"Friday, Jul 14, 2023",2021,45,Daniel,Benhammou,Daniel Benhammou,Littleton,CO,42,M,35,39:11:45,63.87,Finisher,Hard Rock 100,"Silverton, CO",100M
780,"Friday, Jul 14, 2023",2021,46,Jitka,O'Farrell,Jitka O'Farrell,Lakewood,CO,45,F,11,39:14:02,76.98,Finisher,Hard Rock 100,"Silverton, CO",100M
781,"Friday, Jul 14, 2023",2021,47,Dana,Kracaw,Dana Kracaw,Crested Butte,CO,38,F,12,39:17:31,84.12,Finisher,Hard Rock 100,"Silverton, CO",100M
782,"Friday, Jul 14, 2023",2021,48,Andy,Hamilton,Andy Hamilton,Eugene,OR,59,M,36,39:19:21,73.07,Finisher,Hard Rock 100,"Silverton, CO",100M
783,"Friday, Jul 14, 2023",2021,49,Robert,Lalus,Robert Lalus,Renton,WA,49,M,37,39:25:24,72.69,Finisher,Hard Rock 100,"Silverton, CO",100M
784,"Friday, Jul 14, 2023",2021,50,Helder,Lemos,Helder Lemos,Amadora,,38,M,38,39:46:26,65.41,Finisher,Hard Rock 100,"Silverton, CO",100M
785,"Friday, Jul 14, 2023",2021,51,David,Coblentz,David Coblentz,Los Alamos,NM,60,M,39,39:49:43,77.05,Finisher,Hard Rock 100,"Silverton, CO",100M
786,"Friday, Jul 14, 2023",2021,52,Karl,Mayer,Karl Mayer,Boulder,CO,32,M,40,39:55:57,82.86,Finisher,Hard Rock 100,"Silverton, CO",100M
787,"Friday, Jul 14, 2023",2021,53,Brian,Pickett,Brian Pickett,Kingsport,TN,43,M,41,40:09:14,91.08,Finisher,Hard Rock 100,"Silverton, CO",100M
788,"Friday, Jul 14, 2023",2021,54,Chuck,Konopa,Chuck Konopa,Brighton,UT,47,M,42,40:23:46,79.05,Finisher,Hard Rock 100,"Silverton, CO",100M
789,"Friday, Jul 14, 2023",2021,55,Darcy,Piceu,Darcy Piceu,Boulder,CO,48,F,13,40:24:00,94.66,Finisher,Hard Rock 100,"Silverton, CO",100M
790,"Friday, Jul 14, 2023",2021,56,Evan,Kimber,Evan Kimber,Superior,CO,46,M,43,40:25:34,83.55,Finisher,Hard Rock 100,"Silverton, CO",100M
791,"Friday, Jul 14, 2023",2021,57,Drew,Gunn,Drew Gunn,Durango,CO,49,M,44,40:28:37,74.77,Finisher,Hard Rock 100,"Silverton, CO",100M
792,"Friday, Jul 14, 2023",2021,58,Jason,Smith,Jason Smith,Port Orchard,WA,51,M,45,40:36:59,76.55,Finisher,Hard Rock 100,"Silverton, CO",100M
793,"Friday, Jul 14, 2023",2021,59,Kyle,Swetlishnoff,Kyle Swetlishnoff,Glorieta,NM,30,M,46,40:42:20,78.88,Finisher,Hard Rock 100,"Silverton, CO",100M
794,"Friday, Jul 14, 2023",2021,60,Josh,Fuller,Josh Fuller,Jackson,WY,35,M,47,40:47:37,76.49,Finisher,Hard Rock 100,"Silverton, CO",100M
795,"Friday, Jul 14, 2023",2021,61,Cody,Braford,Cody Braford,Silverton,CO,47,M,48,41:02:50,79.93,Finisher,Hard Rock 100,"Silverton, CO",100M
796,"Friday, Jul 14, 2023",2021,62,Doug,Newton,Doug Newton,Golden,CO,46,M,49,41:20:59,67.03,Finisher,Hard Rock 100,"Silverton, CO",100M
797,"Friday, Jul 14, 2023",2021,63,Wendy,Wheeler-Jacobs,Wendy Wheeler-Jacobs,Redmond,OR,55,F,14,41:38:53,85.16,Finisher,Hard Rock 100,"Silverton, CO",100M
798,"Friday, Jul 14, 2023",2021,64,Kelly,Lance,Kelly Lance,Pocatello,ID,55,M,50,41:42:16,80.34,Finisher,Hard Rock 100,"Silverton, CO",100M
799,"Friday, Jul 14, 2023",2021,65,Charles,Hornbaker,Charles Hornbaker,Colorado Springs,CO,41,M,51,41:46:42,73.65,Finisher,Hard Rock 100,"Silverton, CO",100M
800,"Friday, Jul 14, 2023",2021,66,David,Huss,David Huss,Seattle,WA,39,M,52,41:48:07,74.51,Finisher,Hard Rock 100,"Silverton, CO",100M
801,"Friday, Jul 14, 2023",2021,67,Cody,Reeder,Cody Reeder,Logan,UT,52,M,53,41:53:24,67.4,Finisher,Hard Rock 100,"Silverton, CO",100M
802,"Friday, Jul 14, 2023",2021,68,Rick,Hoberg,Rick Hoberg,Denver,CO,34,M,54,41:54:46,61.46,Finisher,Hard Rock 100,"Silverton, CO",100M
803,"Friday, Jul 14, 2023",2021,69,Chad,Lasater,Chad Lasater,Sugar Land,TX,51,M,55,41:58:48,85.6,Finisher,Hard Rock 100,"Silverton, CO",100M
804,"Friday, Jul 14, 2023",2021,70,Matt,Elam,Matt Elam,Boulder,CO,31,M,56,42:39:27,72.88,Finisher,Hard Rock 100,"Silverton, CO",100M
805,"Friday, Jul 14, 2023",2021,71,Chad,Piala,Chad Piala,Golden,CO,46,M,57,42:50:48,60.55,Finisher,Hard Rock 100,"Silverton, CO",100M
806,"Friday, Jul 14, 2023",2021,72,Tyler,Bucklin,Tyler Bucklin,Conrad,MT,47,M,58,42:55:34,73.97,Finisher,Hard Rock 100,"Silverton, CO",100M
807,"Friday, Jul 14, 2023",2021,73,Michael,Owen,Michael Owen,Pomeroy,OH,34,M,59,42:55:55,90.78,Finisher,Hard Rock 100,"Silverton, CO",100M
808,"Friday, Jul 14, 2023",2021,74,Gabe,Wishnie,Gabe Wishnie,Redmond,WA,40,M,60,43:17:13,87.62,Finisher,Hard Rock 100,"Silverton, CO",100M
809,"Friday, Jul 14, 2023",2021,75,Eric,Truhe,Eric Truhe,Lafayette,CO,48,M,61,43:52:03,80.36,Finisher,Hard Rock 100,"Silverton, CO",100M
810,"Friday, Jul 14, 2023",2021,76,Frederik,Gregaard,Frederik Gregaard,Weiningen,ZH,44,M,62,44:07:17,61.13,Finisher,Hard Rock 100,"Silverton, CO",100M
811,"Friday, Jul 14, 2023",2021,77,Beat,Jegerlehner,Beat Jegerlehner,Boulder,CO,54,M,63,44:11:22,68.79,Finisher,Hard Rock 100,"Silverton, CO",100M
812,"Friday, Jul 14, 2023",2021,78,Dawn,Poole,Dawn Poole,Diamond Bar,CA,45,F,15,44:25:07,77.47,Finisher,Hard Rock 100,"Silverton, CO",100M
813,"Friday, Jul 14, 2023",2021,79,Greg,Salvesen,Greg Salvesen,Santa,NM,36,M,64,44:26:26,72.61,Finisher,Hard Rock 100,"Silverton, CO",100M
814,"Friday, Jul 14, 2023",2021,80,Andrew,Barney,Andrew Barney,American Fork,UT,50,M,65,44:30:57,57.48,Finisher,Hard Rock 100,"Silverton, CO",100M
815,"Friday, Jul 14, 2023",2021,81,Barbara,Olmer,Barbara Olmer,Denver,CO,47,F,16,44:43:10,70.92,Finisher,Hard Rock 100,"Silverton, CO",100M
816,"Friday, Jul 14, 2023",2021,82,Allen,Hadley,Allen Hadley,New Denver,BC,66,M,66,44:44:23,73.45,Finisher,Hard Rock 100,"Silverton, CO",100M
817,"Friday, Jul 14, 2023",2021,83,Ken,Jensen,Ken Jensen,Millcreek,UT,55,M,67,44:46:29,75.82,Finisher,Hard Rock 100,"Silverton, CO",100M
818,"Friday, Jul 14, 2023",2021,84,Edward,Sandor,Edward Sandor,Minneapolis,MN,41,M,68,44:50:58,65.71,Finisher,Hard Rock 100,"Silverton, CO",100M
819,"Friday, Jul 14, 2023",2021,85,John,Fegyveresi,John Fegyveresi,Flagstaff,AZ,46,M,69,44:55:34,74.43,Finisher,Hard Rock 100,"Silverton, CO",100M
820,"Friday, Jul 14, 2023",2021,86,Matt,Barry,Matt Barry,North Vancouver,BC,36,M,70,45:08:41,76.01,Finisher,Hard Rock 100,"Silverton, CO",100M
821,"Friday, Jul 14, 2023",2021,87,Meghan,Cogswell,Meghan Cogswell,Colorado Springs,CO,44,F,17,45:14:31,70.86,Finisher,Hard Rock 100,"Silverton, CO",100M
822,"Friday, Jul 14, 2023",2021,88,Yvonne,Naughton,Yvonne Naughton,Bend,OR,46,F,18,45:17:41,83.93,Finisher,Hard Rock 100,"Silverton, CO",100M
823,"Friday, Jul 14, 2023",2021,89,Rachel,Kelley,Rachel Kelley,Chapel Hill,NC,43,F,19,45:37:56,88.28,Finisher,Hard Rock 100,"Silverton, CO",100M
824,"Friday, Jul 14, 2023",2021,90,Mike,Weigand,Mike Weigand,Middlebury,VT,49,M,71,46:15:25,73.26,Finisher,Hard Rock 100,"Silverton, CO",100M
825,"Friday, Jul 14, 2023",2021,91,Jose,Orillac,Jose Orillac,Panama,,51,M,72,46:27:39,63.73,Finisher,Hard Rock 100,"Silverton, CO",100M
826,"Friday, Jul 14, 2023",2021,92,Tommy,Stockton,Tommy Stockton,Los Alamos,NM,63,M,73,46:30:17,69.71,Finisher,Hard Rock 100,"Silverton, CO",100M
827,"Friday, Jul 14, 2023",2021,93,Matt,Hagen,Matt Hagen,Seattle,WA,52,M,74,46:31:23,68.64,Finisher,Hard Rock 100,"Silverton, CO",100M
828,"Friday, Jul 14, 2023",2021,94,Anthony,Culpepper,Anthony Culpepper,Durango,CO,42,M,75,46:42:09,74.81,Finisher,Hard Rock 100,"Silverton, CO",100M
829,"Friday, Jul 14, 2023",2021,95,Paul,Hooge,Paul Hooge,Boulder,CO,60,M,76,46:45:24,67.92,Finisher,Hard Rock 100,"Silverton, CO",100M
830,"Friday, Jul 14, 2023",2021,96,Gregory,Loomis,Gregory Loomis,Midlothian,VA,49,M,77,46:49:27,72.19,Finisher,Hard Rock 100,"Silverton, CO",100M
831,"Friday, Jul 14, 2023",2021,97,Betsy,Nye,Betsy Nye,Truckee,CA,58,F,20,46:50:28,83.45,Finisher,Hard Rock 100,"Silverton, CO",100M
832,"Friday, Jul 14, 2023",2021,98,Paul,Sweeney,Paul Sweeney,Truckee,CA,57,M,78,46:50:58,77.57,Finisher,Hard Rock 100,"Silverton, CO",100M
833,"Friday, Jul 14, 2023",2021,99,Tom,Ralph,Tom Ralph,Monument,CO,38,M,79,47:07:48,63.99,Finisher,Hard Rock 100,"Silverton, CO",100M
834,"Friday, Jul 14, 2023",2021,100,Amanda,Grimes,Amanda Grimes,Silverton,CO,44,F,21,47:10:44,71.61,Finisher,Hard Rock 100,"Silverton, CO",100M
835,"Friday, Jul 14, 2023",2021,101,William,Ieuter,William Ieuter,Wilmette,IL,60,M,80,47:16:42,65.85,Finisher,Hard Rock 100,"Silverton, CO",100M
836,"Friday, Jul 14, 2023",2021,102,Carolyn,Wallace,Carolyn Wallace,Loveland,OH,39,F,22,47:17:50,78.41,Finisher,Hard Rock 100,"Silverton, CO",100M
837,"Friday, Jul 14, 2023",2021,103,Pam,Reed,Pam Reed,Jackson,WY,62,F,23,47:19:36,81.64,Finisher,Hard Rock 100,"Silverton, CO",100M
838,"Friday, Jul 14, 2023",2021,104,Jodi,Semonell,Jodi Semonell,Omaha,NE,50,F,24,47:25:01,83.02,Finisher,Hard Rock 100,"Silverton, CO",100M
839,"Friday, Jul 14, 2023",2021,105,Brittany,Klimowicz,Brittany Klimowicz,New York,NY,38,F,25,47:25:47,72.59,Finisher,Hard Rock 100,"Silverton, CO",100M
840,"Friday, Jul 14, 2023",2021,106,Benjamin,Hawes,Benjamin Hawes,San Diego,CA,37,M,81,47:26:49,67.73,Finisher,Hard Rock 100,"Silverton, CO",100M
841,"Friday, Jul 14, 2023",2021,107,Greg,Bargo,Greg Bargo,Tallahassee,FL,40,M,82,47:31:42,72.2,Finisher,Hard Rock 100,"Silverton, CO",100M
842,"Friday, Jul 14, 2023",2021,108,Betsy,Kalmeyer,Betsy Kalmeyer,Leadville,CO,62,F,26,47:34:50,83.56,Finisher,Hard Rock 100,"Silverton, CO",100M
843,"Friday, Jul 14, 2023",2021,109,Gina,Harcrow,Gina Harcrow,Monument,CO,51,F,27,47:40:15,77.62,Finisher,Hard Rock 100,"Silverton, CO",100M
844,"Friday, Jul 14, 2023",2021,110,Ryan,Martin,Ryan Martin,Centennial,CO,53,M,83,47:44:44,64.59,Finisher,Hard Rock 100,"Silverton, CO",100M
845,"Friday, Jul 14, 2023",2021,111,Eric,Pence,Eric Pence,Leadville,CO,57,M,84,47:52:13,66.1,Finisher,Hard Rock 100,"Silverton, CO",100M
846,"Friday, Jul 14, 2023",2021,0,Mike,Smith,Mike Smith,Santa,NM,65,M,0,0,65.53,DNF,Hard Rock 100,"Silverton, CO",100M
847,"Friday, Jul 14, 2023",2021,0,Mauricio,Herrera Cuadra,Mauricio Herrera Cuadra,North Vancouver,BC,45,M,0,0,57,DNF,Hard Rock 100,"Silverton, CO",100M
848,"Friday, Jul 14, 2023",2021,0,Scott,Olmer,Scott Olmer,Denver,CO,52,M,0,0,61.04,DNF,Hard Rock 100,"Silverton, CO",100M
849,"Friday, Jul 14, 2023",2021,0,Yuki,Negoro,Yuki Negoro,Fort Lee,NJ,62,M,0,0,63.83,DNF,Hard Rock 100,"Silverton, CO",100M
850,"Friday, Jul 14, 2023",2021,0,Brian,Murray,Brian Murray,Albuquerque,NM,50,M,0,0,71.28,DNF,Hard Rock 100,"Silverton, CO",100M
851,"Friday, Jul 14, 2023",2021,0,Howie,Stern,Howie Stern,Silverton,CO,53,M,0,0,64.19,DNF,Hard Rock 100,"Silverton, CO",100M
852,"Friday, Jul 14, 2023",2021,0,Andi,Ramer,Andi Ramer,San Diego,CA,50,F,0,0,79.87,DNF,Hard Rock 100,"Silverton, CO",100M
853,"Friday, Jul 14, 2023",2021,0,Kirk,Apt,Kirk Apt,Fruita,CO,61,M,0,0,75.35,DNF,Hard Rock 100,"Silverton, CO",100M
854,"Friday, Jul 14, 2023",2021,0,Brian,Ricketts,Brian Ricketts,San Antonio,TX,45,M,0,0,61.72,DNF,Hard Rock 100,"Silverton, CO",100M
855,"Friday, Jul 14, 2023",2021,0,Blake,Wood,Blake Wood,Los Alamos,NM,64,M,0,0,78.55,DNF,Hard Rock 100,"Silverton, CO",100M
856,"Friday, Jul 14, 2023",2021,0,Jason,Halladay,Jason Halladay,Los Alamos,NM,48,M,0,0,77.83,DNF,Hard Rock 100,"Silverton, CO",100M
857,"Friday, Jul 14, 2023",2021,0,Jason,Oliver,Jason Oliver,Victoria,BC,41,M,0,0,70.48,DNF,Hard Rock 100,"Silverton, CO",100M
858,"Friday, Jul 14, 2023",2021,0,Steve,McClung,Steve McClung,Durango,CO,61,M,0,0,63.39,DNF,Hard Rock 100,"Silverton, CO",100M
859,"Friday, Jul 14, 2023",2021,0,Skye,Thompson,Skye Thompson,Mill Valley,CA,46,M,0,0,76.1,DNF,Hard Rock 100,"Silverton, CO",100M
860,"Friday, Jul 14, 2023",2021,0,Vince,Molosky,Vince Molosky,Issaquah,WA,44,M,0,0,79.03,DNF,Hard Rock 100,"Silverton, CO",100M
861,"Friday, Jul 14, 2023",2021,0,Chris,Lundberg,Chris Lundberg,Victor,ID,40,M,0,0,83.3,DNF,Hard Rock 100,"Silverton, CO",100M
862,"Friday, Jul 14, 2023",2021,0,Rick,Hoopes,Rick Hoopes,Oceanside,CA,68,M,0,0,76.05,DNF,Hard Rock 100,"Silverton, CO",100M
863,"Friday, Jul 14, 2023",2021,0,Jocelyn,Briggs,Jocelyn Briggs,Whitby,ON,47,F,0,0,78.31,DNF,Hard Rock 100,"Silverton, CO",100M
864,"Friday, Jul 14, 2023",2021,0,Kristen,Kern,Kristen Kern,Los Alamos,NM,58,M,0,0,68.28,DNF,Hard Rock 100,"Silverton, CO",100M
865,"Friday, Jul 14, 2023",2021,0,John,Lehmann,John Lehmann,Schnecksville,PA,48,M,0,0,73.76,DNF,Hard Rock 100,"Silverton, CO",100M
866,"Friday, Jul 14, 2023",2021,0,Roger,Hanney,Roger Hanney,Engadine,,48,M,0,0,63.54,DNF,Hard Rock 100,"Silverton, CO",100M
867,"Friday, Jul 14, 2023",2021,0,Larry,Huffman,Larry Huffman,Arlington,VA,62,M,0,0,63.88,DNF,Hard Rock 100,"Silverton, CO",100M
868,"Friday, Jul 14, 2023",2021,0,Andreas,Aguirre,Andreas Aguirre,San Diego,CA,44,M,0,0,70.06,DNF,Hard Rock 100,"Silverton, CO",100M
869,"Friday, Jul 14, 2023",2021,0,Stephen,Tucker,Stephen Tucker,Wallingford,PA,40,M,0,0,86.42,DNF,Hard Rock 100,"Silverton, CO",100M
870,"Friday, Jul 14, 2023",2021,0,Tim,Weber,Tim Weber,Indianapolis,IN,61,M,0,0,53.1,DNF,Hard Rock 100,"Silverton, CO",100M
871,"Friday, Jul 14, 2023",2021,0,Matt,Anderson,Matt Anderson,Denver,CO,37,M,0,0,64.38,DNF,Hard Rock 100,"Silverton, CO",100M
872,"Friday, Jul 14, 2023",2021,0,Bryan,Jennings,Bryan Jennings,Chapel Hill,NC,50,M,0,0,64.46,DNF,Hard Rock 100,"Silverton, CO",100M
873,"Friday, Jul 14, 2023",2021,0,Pawel,Nazarewicz,Pawel Nazarewicz,Blacksburg,VA,43,M,0,0,75.3,DNF,Hard Rock 100,"Silverton, CO",100M
874,"Friday, Jul 14, 2023",2021,0,Ray Neil,Caminong,Ray Neil Caminong,Tacloban City,,36,M,0,0,62.47,DNF,Hard Rock 100,"Silverton, CO",100M
875,"Friday, Jul 14, 2023",2021,0,Gregory,Trapp,Gregory Trapp,Reynoldsburg,OH,60,M,0,0,69.26,DNF,Hard Rock 100,"Silverton, CO",100M
876,"Friday, Jul 14, 2023",2021,0,Andras,Kurucz,Andras Kurucz,Budakeszi,,43,M,0,0,75.42,DNF,Hard Rock 100,"Silverton, CO",100M
877,"Friday, Jul 14, 2023",2021,0,Jonathan,Shark,Jonathan Shark,Colorado Springs,CO,44,M,0,0,62.34,DNF,Hard Rock 100,"Silverton, CO",100M
878,"Friday, Jul 14, 2023",2021,0,Garrett,Peltonen,Garrett Peltonen,Silver City,NM,41,M,0,0,75.88,DNF,Hard Rock 100,"Silverton, CO",100M
879,"Friday, Jul 14, 2023",2021,0,Alan,Smith,Alan Smith,Glen Haven,CO,54,M,0,0,60.83,DNF,Hard Rock 100,"Silverton, CO",100M
880,"Friday, Jul 14, 2023",2021,0,Rick,Hodges,Rick Hodges,Castle Pines,CO,74,M,0,0,0,DNF,Hard Rock 100,"Silverton, CO",100M
881,"Friday, Jul 12, 2024",2022,1,Ludovic,Pommeret,Ludovic Pommeret,Prevessin,FRA,48,M,1,21:33:06,94.58,Finisher,Hard Rock 100,"Silverton, CO",100M
882,"Friday, Jul 12, 2024",2022,2,Diego,Pazos,Diego Pazos,Lausanne,CHE,39,M,2,24:39:33,92.41,Finisher,Hard Rock 100,"Silverton, CO",100M
883,"Friday, Jul 12, 2024",2022,3,Jason,Schlarb,Jason Schlarb,Durango,CO,46,M,3,24:48:13,93.59,Finisher,Hard Rock 100,"Silverton, CO",100M
884,"Friday, Jul 12, 2024",2022,4,Courtney,Dauwalter,Courtney Dauwalter,Leadville,CO,39,F,1,26:11:49,94.67,Finisher,Hard Rock 100,"Silverton, CO",100M
885,"Friday, Jul 12, 2024",2022,5,Jeff,Rome,Jeff Rome,Silverton,CO,35,M,4,26:30:52,87.08,Finisher,Hard Rock 100,"Silverton, CO",100M
886,"Friday, Jul 12, 2024",2022,6,Camille,Bruyas,Camille Bruyas,Leschaux,FRA,32,F,2,29:28:11,96.05,Finisher,Hard Rock 100,"Silverton, CO",100M
887,"Friday, Jul 12, 2024",2022,7,Brian,Peterson,Brian Peterson,Wamego,KS,42,M,5,29:36:04,87.71,Finisher,Hard Rock 100,"Silverton, CO",100M
888,"Friday, Jul 12, 2024",2022,8,Paul,Terranova,Paul Terranova,Twin Lakes,CO,50,M,6,29:58:10,90.46,Finisher,Hard Rock 100,"Silverton, CO",100M
889,"Friday, Jul 12, 2024",2022,9,Katharina,Hartmuth,Katharina Hartmuth,Zurich,CHE,28,F,3,30:29:12,96.13,Finisher,Hard Rock 100,"Silverton, CO",100M
890,"Friday, Jul 12, 2024",2022,10,Nick,Coury,Nick Coury,Scottsdale,AZ,36,M,7,30:34:14,86.27,Finisher,Hard Rock 100,"Silverton, CO",100M
891,"Friday, Jul 12, 2024",2022,11,Andy,Vermilyea,Andy Vermilyea,Castleton,VT,42,M,8,31:02:13,92.08,Finisher,Hard Rock 100,"Silverton, CO",100M
892,"Friday, Jul 12, 2024",2022,12,Benjamin,Bucklin,Benjamin Bucklin,Spokane,WA,45,M,9,31:07:47,86.25,Finisher,Hard Rock 100,"Silverton, CO",100M
893,"Friday, Jul 12, 2024",2022,13,Luke,Jay,Luke Jay,Littleton,CO,43,M,10,32:51:48,89.84,Finisher,Hard Rock 100,"Silverton, CO",100M
894,"Friday, Jul 12, 2024",2022,14,Adrian,Lazar Adler,Adrian Lazar Adler,Seattle,WA,44,M,11,32:58:31,82.62,Finisher,Hard Rock 100,"Silverton, CO",100M
895,"Friday, Jul 12, 2024",2022,15,Tara,Dower,Tara Dower,Virginia Beach,VA,30,F,4,33:10:55,96.01,Finisher,Hard Rock 100,"Silverton, CO",100M
896,"Friday, Jul 12, 2024",2022,16,Yitka,Winn,Yitka Winn,Renton,WA,36,F,5,33:17:00,86.55,Finisher,Hard Rock 100,"Silverton, CO",100M
897,"Friday, Jul 12, 2024",2022,17,Emily,Halnon,Emily Halnon,Eugene,OR,39,F,6,33:24:22,84.14,Finisher,Hard Rock 100,"Silverton, CO",100M
898,"Friday, Jul 12, 2024",2022,18,Loren,Davis,Loren Davis,Bozeman,MT,32,M,12,33:36:25,84.42,Finisher,Hard Rock 100,"Silverton, CO",100M
899,"Friday, Jul 12, 2024",2022,19,Joel,Anderson,Joel Anderson,Leadville,CO,42,M,13,33:39:03,78.74,Finisher,Hard Rock 100,"Silverton, CO",100M
900,"Friday, Jul 12, 2024",2022,20,Kris,Tyson,Kris Tyson,Fort Collins,CO,42,M,14,33:49:12,85.16,Finisher,Hard Rock 100,"Silverton, CO",100M
901,"Friday, Jul 12, 2024",2022,21,Josh,Golden,Josh Golden,Durango,CO,51,M,15,34:10:24,78.31,Finisher,Hard Rock 100,"Silverton, CO",100M
902,"Friday, Jul 12, 2024",2022,22,Timothy,Fahy,Timothy Fahy,Longmont,CO,52,M,16,34:48:19,74.81,Finisher,Hard Rock 100,"Silverton, CO",100M
903,"Friday, Jul 12, 2024",2022,23,Andy,Blatecky,Andy Blatecky,Golden,CO,41,M,17,34:51:21,67.4,Finisher,Hard Rock 100,"Silverton, CO",100M
904,"Friday, Jul 12, 2024",2022,24,Shinsuke,Isomura,Shinsuke Isomura,Hayama-Machi,JPN,45,M,18,35:20:55,70.15,Finisher,Hard Rock 100,"Silverton, CO",100M
905,"Friday, Jul 12, 2024",2022,25,Dan,Barger,Dan Barger,Steamboat Springs,CO,58,M,19,35:34:11,83.88,Finisher,Hard Rock 100,"Silverton, CO",100M
906,"Friday, Jul 12, 2024",2022,26,Nathaniel,Couture,Nathaniel Couture,Fredericton,NB,44,M,20,35:47:03,78.36,Finisher,Hard Rock 100,"Silverton, CO",100M
907,"Friday, Jul 12, 2024",2022,27,Brandon,Worthington,Brandon Worthington,Longmontster,CO,39,M,21,35:47:55,74.44,Finisher,Hard Rock 100,"Silverton, CO",100M
908,"Friday, Jul 12, 2024",2022,28,Shigeru,Furuta,Shigeru Furuta,Kawasaki,JPN,54,M,22,35:59:21,74.12,Finisher,Hard Rock 100,"Silverton, CO",100M
909,"Friday, Jul 12, 2024",2022,29,Becky,Bates,Becky Bates,Kimberley,BC,62,F,7,36:00:26,84.61,Finisher,Hard Rock 100,"Silverton, CO",100M
910,"Friday, Jul 12, 2024",2022,30,Robert,Panas,Robert Panas,Boulder,CO,39,M,23,36:03:43,81.94,Finisher,Hard Rock 100,"Silverton, CO",100M
911,"Friday, Jul 12, 2024",2022,31,Claire,Bannwarth,Claire Bannwarth,Village-Neuf,FRA,35,F,8,36:13:33,78.51,Finisher,Hard Rock 100,"Silverton, CO",100M
912,"Friday, Jul 12, 2024",2022,32,Amber,Weibel,Amber Weibel,South Lake Tahoe,CA,46,F,9,36:26:49,84.81,Finisher,Hard Rock 100,"Silverton, CO",100M
913,"Friday, Jul 12, 2024",2022,33,Billy,Grimes,Billy Grimes,Silverton,CO,47,M,24,36:33:36,73.52,Finisher,Hard Rock 100,"Silverton, CO",100M
914,"Friday, Jul 12, 2024",2022,34,Claire,Heslop,Claire Heslop,Almonte,ON,43,F,10,37:10:19,80.52,Finisher,Hard Rock 100,"Silverton, CO",100M
915,"Friday, Jul 12, 2024",2022,35,Kent,Ryhorchuk,Kent Ryhorchuk,Portola Valley,CA,49,M,25,37:18:45,71.38,Finisher,Hard Rock 100,"Silverton, CO",100M
916,"Friday, Jul 12, 2024",2022,36,Richard,Turgeon,Richard Turgeon,Gatineau,QC,58,M,26,37:19:52,70.27,Finisher,Hard Rock 100,"Silverton, CO",100M
917,"Friday, Jul 12, 2024",2022,37,Michael,Hewitt,Michael Hewitt,Denver,CO,54,M,27,37:21:06,86.16,Finisher,Hard Rock 100,"Silverton, CO",100M
918,"Friday, Jul 12, 2024",2022,38,Cory,Linfield,Cory Linfield,Colorado Springs,CO,36,M,28,37:27:40,80.14,Finisher,Hard Rock 100,"Silverton, CO",100M
919,"Friday, Jul 12, 2024",2022,39,Andy,Reed,Andy Reed,Canmore,AB,53,M,29,37:44:53,87.2,Finisher,Hard Rock 100,"Silverton, CO",100M
920,"Friday, Jul 12, 2024",2022,40,Karl,Meltzer,Karl Meltzer,Ridgway,CO,56,M,30,37:49:15,92.88,Finisher,Hard Rock 100,"Silverton, CO",100M
921,"Friday, Jul 12, 2024",2022,41,Jordan,Maki-Richards,Jordan Maki-Richards,Tumut,AUS,36,F,11,37:55:57,89.81,Finisher,Hard Rock 100,"Silverton, CO",100M
922,"Friday, Jul 12, 2024",2022,42,Ryan,Cooper,Ryan Cooper,Boulder,CO,50,M,31,38:01:41,81.53,Finisher,Hard Rock 100,"Silverton, CO",100M
923,"Friday, Jul 12, 2024",2022,43,John,Anderson,John Anderson,Truckee,CA,45,M,32,38:02:55,88.59,Finisher,Hard Rock 100,"Silverton, CO",100M
924,"Friday, Jul 12, 2024",2022,44,Ryne,Anderson,Ryne Anderson,Knoxville,TN,33,M,33,38:19:29,81.32,Finisher,Hard Rock 100,"Silverton, CO",100M
925,"Friday, Jul 12, 2024",2022,45,Barrett,Langton,Barrett Langton,Indian Hills,CO,42,M,34,38:24:45,67.7,Finisher,Hard Rock 100,"Silverton, CO",100M
926,"Friday, Jul 12, 2024",2022,46,Matthew,Van Horn,Matthew Van Horn,Eagle Mountain,UT,53,M,35,38:42:10,79.07,Finisher,Hard Rock 100,"Silverton, CO",100M
927,"Friday, Jul 12, 2024",2022,47,Robert,Lalus,Robert Lalus,Seattle,WA,50,M,36,38:58:41,72.69,Finisher,Hard Rock 100,"Silverton, CO",100M
