,Date,Year,Rank,First_Name,Last_Name,Name,City,State,Age,Gender_Div,Div_Place,Time,Ultra_Rank,Status,Race,Race_Loc,Race_Dist
928,"Friday, Jul 12, 2024",2022,48,Rick,Kneedler,Rick Kneedler,Portland,OR,62,M,37,39:06:11,80.53,Finisher,Hard Rock 100,"Silverton, CO",100M
929,"Friday, Jul 12, 2024",2022,49,Jean-Yves,Malo,Jean-Yves Malo,Le Puy Sainte Réparade,FRA,56,M,38,39:16:27,54.87,Finisher,Hard Rock 100,"Silverton, CO",100M
930,"Friday, Jul 12, 2024",2022,50,Frederic,Bard,Frederic Bard,Fort Collins,CO,40,M,39,39:37:47,80.36,Finisher,Hard Rock 100,"Silverton, CO",100M
931,"Friday, Jul 12, 2024",2022,51,Donald,Beuke,Donald Beuke,Broomfield,CO,48,M,40,40:08:26,69.34,Finisher,Hard Rock 100,"Silverton, CO",100M
932,"Friday, Jul 12, 2024",2022,52,Ryan,Thorpe,Ryan Thorpe,Washington,NJ,37,M,41,40:14:42,78.85,Finisher,Hard Rock 100,"Silverton, CO",100M
933,"Friday, Jul 12, 2024",2022,53,Suzanna,Guadarrama,Suzanna Guadarrama,Altadena,CA,36,F,12,40:35:14,81.64,Finisher,Hard Rock 100,"Silverton, CO",100M
934,"Friday, Jul 12, 2024",2022,54,Trevor,Baine,Trevor Baine,Washington,DC,42,M,42,40:47:51,82.51,Finisher,Hard Rock 100,"Silverton, CO",100M
935,"Friday, Jul 12, 2024",2022,55,Michael,Henson,Michael Henson,Austin,TX,49,M,43,41:15:14,66.08,Finisher,Hard Rock 100,"Silverton, CO",100M
936,"Friday, Jul 12, 2024",2022,56,Jon,Davis,Jon Davis,Frederick,CO,44,M,44,41:17:48,64.63,Finisher,Hard Rock 100,"Silverton, CO",100M
937,"Friday, Jul 12, 2024",2022,57,Jay,Hunt,Jay Hunt,Gunnison,CO,44,M,45,41:20:18,70.46,Finisher,Hard Rock 100,"Silverton, CO",100M
938,"Friday, Jul 12, 2024",2022,58,Brady,Burgess,Brady Burgess,Berkeley,CA,45,M,46,41:21:12,75.28,Finisher,Hard Rock 100,"Silverton, CO",100M
939,"Friday, Jul 12, 2024",2022,59,David,Fuller,David Fuller,Herriman,UT,59,M,47,41:40:27,68,Finisher,Hard Rock 100,"Silverton, CO",100M
940,"Friday, Jul 12, 2024",2022,60,Stephen,England,Stephen England,Hove,GBR,44,M,48,41:49:33,78.41,Finisher,Hard Rock 100,"Silverton, CO",100M
941,"Friday, Jul 12, 2024",2022,61,T.J.,Pitts,T.J. Pitts,Moreland,GA,36,M,49,41:51:51,69.29,Finisher,Hard Rock 100,"Silverton, CO",100M
942,"Friday, Jul 12, 2024",2022,62,Bertrand,Lidoyne,Bertrand Lidoyne,Saint Etienne De Cuines,FRA,44,M,50,41:55:55,51.57,Finisher,Hard Rock 100,"Silverton, CO",100M
943,"Friday, Jul 12, 2024",2022,63,Brian,Costilow,Brian Costilow,Chattanooga,TN,50,M,51,42:01:38,79.01,Finisher,Hard Rock 100,"Silverton, CO",100M
944,"Friday, Jul 12, 2024",2022,64,Andy,Hamilton,Andy Hamilton,Eugene,OR,60,M,52,42:09:15,73.07,Finisher,Hard Rock 100,"Silverton, CO",100M
945,"Friday, Jul 12, 2024",2022,65,Michael,Owen,Michael Owen,Pomeroy,OH,35,M,53,42:15:56,90.78,Finisher,Hard Rock 100,"Silverton, CO",100M
946,"Friday, Jul 12, 2024",2022,66,Chad,Wamack,Chad Wamack,Chattanooga,TN,53,M,54,42:25:11,73.9,Finisher,Hard Rock 100,"Silverton, CO",100M
947,"Friday, Jul 12, 2024",2022,67,Yvonne,Naughton,Yvonne Naughton,Bend,OR,47,F,13,42:34:42,83.93,Finisher,Hard Rock 100,"Silverton, CO",100M
948,"Friday, Jul 12, 2024",2022,68,Marta,Fisher,Marta Fisher,White Salmon,WA,49,F,14,42:35:29,86.86,Finisher,Hard Rock 100,"Silverton, CO",100M
949,"Friday, Jul 12, 2024",2022,69,Tim,Blair,Tim Blair,North Vancouver,BC,47,M,55,42:55:25,68.76,Finisher,Hard Rock 100,"Silverton, CO",100M
950,"Friday, Jul 12, 2024",2022,70,Margaret,Gordon,Margaret Gordon,Albuquerque,NM,48,F,15,43:03:39,77.51,Finisher,Hard Rock 100,"Silverton, CO",100M
951,"Friday, Jul 12, 2024",2022,71,Justin,Walker,Justin Walker,Salida,CO,44,M,56,43:06:33,76.74,Finisher,Hard Rock 100,"Silverton, CO",100M
952,"Friday, Jul 12, 2024",2022,72,Nathan,Kurz,Nathan Kurz,Boulder,CO,41,M,57,43:07:23,73.85,Finisher,Hard Rock 100,"Silverton, CO",100M
953,"Friday, Jul 12, 2024",2022,73,Ashley,Clinthorne,Ashley Clinthorne,Lakewood,CO,37,F,16,43:13:49,86.36,Finisher,Hard Rock 100,"Silverton, CO",100M
954,"Friday, Jul 12, 2024",2022,74,Jamil,Coury,Jamil Coury,Phoenix,AZ,39,M,58,43:28:11,69.49,Finisher,Hard Rock 100,"Silverton, CO",100M
955,"Friday, Jul 12, 2024",2022,75,Vishal,Sahni,Vishal Sahni,Los Angeles,CA,44,M,59,43:30:12,72.38,Finisher,Hard Rock 100,"Silverton, CO",100M
956,"Friday, Jul 12, 2024",2022,76,Daniel,Wilson,Daniel Wilson,Tulsa,OK,35,M,60,43:38:03,70.33,Finisher,Hard Rock 100,"Silverton, CO",100M
957,"Friday, Jul 12, 2024",2022,77,Carter,Williams,Carter Williams,Salt Lake City,UT,66,M,61,43:43:15,72.61,Finisher,Hard Rock 100,"Silverton, CO",100M
958,"Friday, Jul 12, 2024",2022,78,Alexandra,Ostaszewski,Alexandra Ostaszewski,Calgary,AB,30,F,17,43:51:31,77.91,Finisher,Hard Rock 100,"Silverton, CO",100M
959,"Friday, Jul 12, 2024",2022,79,Doug,Seaver,Doug Seaver,Bailey,CO,43,M,62,43:57:15,62.81,Finisher,Hard Rock 100,"Silverton, CO",100M
960,"Friday, Jul 12, 2024",2022,80,Miguel,Pena,Miguel Pena,Houston,TX,51,M,63,44:03:50,66.55,Finisher,Hard Rock 100,"Silverton, CO",100M
961,"Friday, Jul 12, 2024",2022,81,John Paul,Ogden,John Paul Ogden,Cedaredge,CO,57,M,64,44:29:23,67.41,Finisher,Hard Rock 100,"Silverton, CO",100M
962,"Friday, Jul 12, 2024",2022,82,Jose,Samaniego,Jose Samaniego,Dosrius,ESP,39,M,65,44:37:52,59.7,Finisher,Hard Rock 100,"Silverton, CO",100M
963,"Friday, Jul 12, 2024",2022,83,Chad,Piala,Chad Piala,Golden,CO,47,M,66,44:54:11,60.55,Finisher,Hard Rock 100,"Silverton, CO",100M
964,"Friday, Jul 12, 2024",2022,84,Justin,McMillan,Justin McMillan,Atascadero,CA,50,M,67,45:00:21,65.53,Finisher,Hard Rock 100,"Silverton, CO",100M
965,"Friday, Jul 12, 2024",2022,85,Will,Fisher,Will Fisher,Carbondale,CO,53,M,68,45:09:38,65.5,Finisher,Hard Rock 100,"Silverton, CO",100M
966,"Friday, Jul 12, 2024",2022,86,Meghan,Cogswell,Meghan Cogswell,Colorado Springs,CO,45,F,18,45:13:15,70.86,Finisher,Hard Rock 100,"Silverton, CO",100M
967,"Friday, Jul 12, 2024",2022,87,Peter,Lawson,Peter Lawson,Burlington,VT,61,M,69,45:14:50,63.57,Finisher,Hard Rock 100,"Silverton, CO",100M
968,"Friday, Jul 12, 2024",2022,88,Jenny,Capel,Jenny Capel,Reno,NV,51,F,19,45:19:05,91.12,Finisher,Hard Rock 100,"Silverton, CO",100M
969,"Friday, Jul 12, 2024",2022,89,Samuel,Yamamoto,Samuel Yamamoto,Lethbridge,AB,41,M,70,45:21:34,60.99,Finisher,Hard Rock 100,"Silverton, CO",100M
970,"Friday, Jul 12, 2024",2022,90,Cary,Stephens,Cary Stephens,Corvallis,OR,55,M,71,45:24:50,83.05,Finisher,Hard Rock 100,"Silverton, CO",100M
971,"Friday, Jul 12, 2024",2022,91,Tara,Warren,Tara Warren,Ogden,UT,50,F,20,45:28:24,77.41,Finisher,Hard Rock 100,"Silverton, CO",100M
972,"Friday, Jul 12, 2024",2022,92,Anatoly,Ross,Anatoly Ross,South Lancaster,ON,60,M,72,45:30:00,67.63,Finisher,Hard Rock 100,"Silverton, CO",100M
973,"Friday, Jul 12, 2024",2022,93,Keith,Knipling,Keith Knipling,Alexandria,VA,48,M,73,45:30:12,79.35,Finisher,Hard Rock 100,"Silverton, CO",100M
974,"Friday, Jul 12, 2024",2022,94,Kelly,Barber,Kelly Barber,Woodland,CA,54,M,74,45:32:01,66.08,Finisher,Hard Rock 100,"Silverton, CO",100M
975,"Friday, Jul 12, 2024",2022,95,Stacie,Riddle,Stacie Riddle,Mill Valley,CA,44,F,21,45:34:02,72.26,Finisher,Hard Rock 100,"Silverton, CO",100M
976,"Friday, Jul 12, 2024",2022,96,Sean,Cunniff,Sean Cunniff,Albuquerque,NM,52,M,75,45:42:03,67.02,Finisher,Hard Rock 100,"Silverton, CO",100M
977,"Friday, Jul 12, 2024",2022,97,Serena,Eley,Serena Eley,Shoreline,WA,43,F,22,45:58:16,90.99,Finisher,Hard Rock 100,"Silverton, CO",100M
978,"Friday, Jul 12, 2024",2022,98,Joshua,Barringer,Joshua Barringer,Brackendale,BC,41,M,76,46:00:28,65.47,Finisher,Hard Rock 100,"Silverton, CO",100M
979,"Friday, Jul 12, 2024",2022,99,Babak,Rastgoufard,Babak Rastgoufard,Missoula,MT,51,M,77,46:07:09,75.23,Finisher,Hard Rock 100,"Silverton, CO",100M
980,"Friday, Jul 12, 2024",2022,100,Hideo,Takuma,Hideo Takuma,Shinjyuku-Ku,JPN,60,M,78,46:14:40,59.51,Finisher,Hard Rock 100,"Silverton, CO",100M
981,"Friday, Jul 12, 2024",2022,101,Moira,Flannery,Moira Flannery,Tollgate Canyon,UT,51,F,23,46:16:13,72.34,Finisher,Hard Rock 100,"Silverton, CO",100M
982,"Friday, Jul 12, 2024",2022,102,Jon,Winkler,Jon Winkler,Littleton,CO,44,M,79,46:20:08,61.42,Finisher,Hard Rock 100,"Silverton, CO",100M
983,"Friday, Jul 12, 2024",2022,103,Conrado,Bermudez,Conrado Bermudez,Jersey City,NJ,51,M,80,46:21:31,73.26,Finisher,Hard Rock 100,"Silverton, CO",100M
984,"Friday, Jul 12, 2024",2022,104,Robert,Wehner,Robert Wehner,Hubertus,WI,61,M,81,46:23:03,75.58,Finisher,Hard Rock 100,"Silverton, CO",100M
985,"Friday, Jul 12, 2024",2022,105,Paul,Johnson,Paul Johnson,St Joseph,MI,38,M,82,46:26:04,63.82,Finisher,Hard Rock 100,"Silverton, CO",100M
986,"Friday, Jul 12, 2024",2022,106,David,Fox,David Fox,Golden,CO,45,M,83,46:35:36,63.25,Finisher,Hard Rock 100,"Silverton, CO",100M
987,"Friday, Jul 12, 2024",2022,107,Derek,Fish,Derek Fish,Larbert,GBR,48,M,84,46:39:03,46.2,Finisher,Hard Rock 100,"Silverton, CO",100M
988,"Friday, Jul 12, 2024",2022,108,Chris,Twiggs,Chris Twiggs,Fernandina Beach,FL,53,M,85,46:52:34,64.84,Finisher,Hard Rock 100,"Silverton, CO",100M
989,"Friday, Jul 12, 2024",2022,109,John,Clarke,John Clarke,Colorado Springs,CO,59,M,86,46:58:15,72.04,Finisher,Hard Rock 100,"Silverton, CO",100M
990,"Friday, Jul 12, 2024",2022,110,Todd,Salzer,Todd Salzer,Golden,CO,50,M,87,47:00:11,66.66,Finisher,Hard Rock 100,"Silverton, CO",100M
991,"Friday, Jul 12, 2024",2022,111,Matt,Campbell,Matt Campbell,Bothell,WA,40,M,88,47:20:27,77.85,Finisher,Hard Rock 100,"Silverton, CO",100M
992,"Friday, Jul 12, 2024",2022,112,Tom,Remkes,Tom Remkes,Ogden,UT,62,M,89,47:22:23,70.89,Finisher,Hard Rock 100,"Silverton, CO",100M
993,"Friday, Jul 12, 2024",2022,113,David,Riedeman,David Riedeman,Waunakee,WI,34,M,90,47:23:55,68.43,Finisher,Hard Rock 100,"Silverton, CO",100M
994,"Friday, Jul 12, 2024",2022,114,Lourdes,Gutierrez-Kellam,Lourdes Gutierrez-Kellam,Calgary,AB,56,F,24,47:29:08,73.52,Finisher,Hard Rock 100,"Silverton, CO",100M
995,"Friday, Jul 12, 2024",2022,115,Denise,Klatt,Denise Klatt,Brookline,MA,33,F,25,47:31:36,77.81,Finisher,Hard Rock 100,"Silverton, CO",100M
996,"Friday, Jul 12, 2024",2022,116,Stephen,Scobie,Stephen Scobie,New York,NY,60,M,91,47:32:05,64.31,Finisher,Hard Rock 100,"Silverton, CO",100M
997,"Friday, Jul 12, 2024",2022,117,Mike,Ehredt,Mike Ehredt,Hope,ID,63,M,92,47:36:20,71.29,Finisher,Hard Rock 100,"Silverton, CO",100M
998,"Friday, Jul 12, 2024",2022,118,Jackie,Fritsch,Jackie Fritsch,Ouray,CO,40,F,26,47:54:00,75.67,Finisher,Hard Rock 100,"Silverton, CO",100M
999,"Friday, Jul 12, 2024",2022,119,Costa,Alimonos,Costa Alimonos,Fort Collins,CO,35,M,93,47:57:42,55.15,Finisher,Hard Rock 100,"Silverton, CO",100M
1000,"Friday, Jul 12, 2024",2022,0,Larry,Pearson,Larry Pearson,Helotes,TX,63,M,0,0,64.34,DNF,Hard Rock 100,"Silverton, CO",100M
1001,"Friday, Jul 12, 2024",2022,0,Scott,Olmer,Scott Olmer,Denver,CO,53,M,0,0,61.04,DNF,Hard Rock 100,"Silverton, CO",100M
1002,"Friday, Jul 12, 2024",2022,0,David,Coblentz,David Coblentz,Los Alamos,NM,61,M,0,0,77.05,DNF,Hard Rock 100,"Silverton, CO",100M
1003,"Friday, Jul 12, 2024",2022,0,Anthony,Culpepper,Anthony Culpepper,Durango,CO,43,M,0,0,74.81,DNF,Hard Rock 100,"Silverton, CO",100M
1004,"Friday, Jul 12, 2024",2022,0,Will,Thomas,Will Thomas,Sequim,WA,46,M,0,0,64.57,DNF,Hard Rock 100,"Silverton, CO",100M
1005,"Friday, Jul 12, 2024",2022,0,Mick,Jurynec,Mick Jurynec,Millcreek,UT,46,M,0,0,88.06,DNF,Hard Rock 100,"Silverton, CO",100M
1006,"Friday, Jul 12, 2024",2022,0,Bryce,Warren,Bryce Warren,Ogden,UT,53,M,0,0,75.17,DNF,Hard Rock 100,"Silverton, CO",100M
1007,"Friday, Jul 12, 2024",2022,0,Miles,Lilly,Miles Lilly,Bend,OR,57,M,0,0,58.79,DNF,Hard Rock 100,"Silverton, CO",100M
1008,"Friday, Jul 12, 2024",2022,0,Rob,Erskine,Rob Erskine,Fort Collins,CO,54,M,0,0,69.35,DNF,Hard Rock 100,"Silverton, CO",100M
1009,"Friday, Jul 12, 2024",2022,0,Deby,Kumasaka,Deby Kumasaka,Edmonds,WA,60,F,0,0,71.27,DNF,Hard Rock 100,"Silverton, CO",100M
1010,"Friday, Jul 12, 2024",2022,0,Pamela,Harght,Pamela Harght,Marshfield,MA,40,F,0,0,77.72,DNF,Hard Rock 100,"Silverton, CO",100M
1011,"Friday, Jul 12, 2024",2022,0,Josh,Bonkowsky,Josh Bonkowsky,Salt Lake City,UT,54,M,0,0,63.29,DNF,Hard Rock 100,"Silverton, CO",100M
1012,"Friday, Jul 12, 2024",2022,0,John,Hallsten,John Hallsten,Helena,MT,67,M,0,0,73.42,DNF,Hard Rock 100,"Silverton, CO",100M
1013,"Friday, Jul 12, 2024",2022,0,Michael,Thomas,Michael Thomas,Fort Collins,CO,62,M,0,0,58.43,DNF,Hard Rock 100,"Silverton, CO",100M
1014,"Friday, Jul 12, 2024",2022,0,Dana,Munari,Dana Munari,San Antonio,TX,59,M,0,0,75.91,DNF,Hard Rock 100,"Silverton, CO",100M
1015,"Friday, Jul 12, 2024",2022,0,Laney,Baris,Laney Baris,Brick,NJ,49,F,0,0,70.41,DNF,Hard Rock 100,"Silverton, CO",100M
1016,"Friday, Jul 12, 2024",2022,0,Bradley,Olwin,Bradley Olwin,Berthoud,CO,67,M,0,0,62.8,DNF,Hard Rock 100,"Silverton, CO",100M
1017,"Friday, Jul 12, 2024",2022,0,Sandra,Carpenter,Sandra Carpenter,Evergreen,CO,51,F,0,0,79.77,DNF,Hard Rock 100,"Silverton, CO",100M
1018,"Friday, Jul 12, 2024",2022,0,Grant,Maughan,Grant Maughan,Dudley,AUS,60,M,0,0,80.32,DNF,Hard Rock 100,"Silverton, CO",100M
1019,"Friday, Jul 12, 2024",2022,0,Chris,Jones,Chris Jones,Sonoma,CA,52,M,0,0,70.6,DNF,Hard Rock 100,"Silverton, CO",100M
1020,"Friday, Jul 12, 2024",2022,0,Michael,Marchand,Michael Marchand,Olympia,WA,58,M,0,0,69.93,DNF,Hard Rock 100,"Silverton, CO",100M
1021,"Friday, Jul 12, 2024",2022,0,Aleksis,Capili,Aleksis Capili,Quezon City,PHL,46,M,0,0,60.33,DNF,Hard Rock 100,"Silverton, CO",100M
1022,"Friday, Jul 12, 2024",2022,0,Pam,Reed,Pam Reed,Jackson,WY,63,F,0,0,81.64,DNF,Hard Rock 100,"Silverton, CO",100M
1023,"Friday, Jul 12, 2024",2022,0,Owen,Wainhouse,Owen Wainhouse,Dagenham,GBR,42,M,0,0,56.81,DNF,Hard Rock 100,"Silverton, CO",100M
1024,"Friday, Jul 12, 2024",2022,0,Brad,Bishop,Brad Bishop,Fort Collins,CO,38,M,0,0,72.34,DNF,Hard Rock 100,"Silverton, CO",100M
1025,"Friday, Jul 12, 2024",2022,0,Eric,McGee,Eric McGee,Rosemere,QC,54,M,0,0,64.48,DNF,Hard Rock 100,"Silverton, CO",100M
1026,"Friday, Jul 12, 2024",2022,0,Francois,D'Haene,Francois D'Haene,Areches,,38,M,0,0,0,DNF,Hard Rock 100,"Silverton, CO",100M
1027,"Friday, Jul 11, 2025",2023,1,Ludovic,Pommeret,Ludovic Pommeret,Prevessin,FRA,49,M,1,22:21:53,94.58,Finisher,Hard Rock 100,"Silverton, CO",100M
1028,"Friday, Jul 11, 2025",2023,2,Mathieu,Blanchard,Mathieu Blanchard,Les Deux Alpes,FRA,37,M,2,23:44:23,92.94,Finisher,Hard Rock 100,"Silverton, CO",100M
1029,"Friday, Jul 11, 2025",2023,3,Germain,Grangier,Germain Grangier,Isola 2000,FRA,35,M,3,24:04:10,94.22,Finisher,Hard Rock 100,"Silverton, CO",100M
1030,"Friday, Jul 11, 2025",2023,4,David,Ayala,David Ayala,Bozeman,MT,43,M,4,24:22:24,96.15,Finisher,Hard Rock 100,"Silverton, CO",100M
1031,"Friday, Jul 11, 2025",2023,5,Zach,Miller,Zach Miller,Columbia,PA,36,M,5,25:49:22,91.48,Finisher,Hard Rock 100,"Silverton, CO",100M
1032,"Friday, Jul 11, 2025",2023,6,Katie,Schide,Katie Schide,Gardiner,ME,33,F,1,25:50:23,95.5,Finisher,Hard Rock 100,"Silverton, CO",100M
1033,"Friday, Jul 11, 2025",2023,7,Brian,Culmo,Brian Culmo,Salt Lake City,UT,32,M,6,26:18:52,81.19,Finisher,Hard Rock 100,"Silverton, CO",100M
1034,"Friday, Jul 11, 2025",2023,8,Jeff,Rome,Jeff Rome,Silverton,CO,36,M,7,26:22:38,87.08,Finisher,Hard Rock 100,"Silverton, CO",100M
1035,"Friday, Jul 11, 2025",2023,9,Kyle,Curtin,Kyle Curtin,Durango,CO,38,M,8,26:52:19,89.47,Finisher,Hard Rock 100,"Silverton, CO",100M
1036,"Friday, Jul 11, 2025",2023,10,Gabe,Joyes,Gabe Joyes,Lander,WY,39,M,9,28:26:09,90.23,Finisher,Hard Rock 100,"Silverton, CO",100M
1037,"Friday, Jul 11, 2025",2023,11,Manon,Bohard,Manon Bohard,Liesle,FRA,33,F,2,28:36:16,94.37,Finisher,Hard Rock 100,"Silverton, CO",100M
1038,"Friday, Jul 11, 2025",2023,12,Adam,Behrendt,Adam Behrendt,Bozeman,MT,38,M,10,29:43:08,81.77,Finisher,Hard Rock 100,"Silverton, CO",100M
1039,"Friday, Jul 11, 2025",2023,13,Tyler,Fannin,Tyler Fannin,Santaquin,UT,39,M,11,30:09:24,82.86,Finisher,Hard Rock 100,"Silverton, CO",100M
1040,"Friday, Jul 11, 2025",2023,14,Kyle,Markisich,Kyle Markisich,Salt Lake City,UT,40,M,12,31:14:08,79.57,Finisher,Hard Rock 100,"Silverton, CO",100M
1041,"Friday, Jul 11, 2025",2023,15,John,Tidd,John Tidd,San Lorenzo De El Escorial,ESP,61,M,13,31:25:41,83.74,Finisher,Hard Rock 100,"Silverton, CO",100M
1042,"Friday, Jul 11, 2025",2023,16,Cody,Draper,Cody Draper,Smithfield,UT,45,M,14,31:31:57,87.23,Finisher,Hard Rock 100,"Silverton, CO",100M
1043,"Friday, Jul 11, 2025",2023,17,Chris,Roberts,Chris Roberts,Kirkwood,MO,40,M,15,32:26:52,88.17,Finisher,Hard Rock 100,"Silverton, CO",100M
1044,"Friday, Jul 11, 2025",2023,18,Katharina,Hartmuth,Katharina Hartmuth,Zurich,CHE,29,F,3,32:39:48,96.13,Finisher,Hard Rock 100,"Silverton, CO",100M
1045,"Friday, Jul 11, 2025",2023,19,Amber,Weibel,Amber Weibel,South Lake Tahoe,CA,47,F,4,32:47:48,84.81,Finisher,Hard Rock 100,"Silverton, CO",100M
1046,"Friday, Jul 11, 2025",2023,20,Stephanie,Case,Stephanie Case,Chamonix Mont Blanc,FRA,43,F,5,32:53:16,81.78,Finisher,Hard Rock 100,"Silverton, CO",100M
1047,"Friday, Jul 11, 2025",2023,21,Guy,Love,Guy Love,Boulder,CO,34,M,16,32:57:24,80.2,Finisher,Hard Rock 100,"Silverton, CO",100M
1048,"Friday, Jul 11, 2025",2023,22,Joel,Anderson,Joel Anderson,Leadville,CO,43,M,17,33:40:53,78.74,Finisher,Hard Rock 100,"Silverton, CO",100M
1049,"Friday, Jul 11, 2025",2023,23,Adam,Arguello,Adam Arguello,Grants,NM,37,M,18,33:47:19,81.42,Finisher,Hard Rock 100,"Silverton, CO",100M
1050,"Friday, Jul 11, 2025",2023,24,Michael,Wardian,Michael Wardian,Arlington,VA,51,M,19,34:33:05,88.58,Finisher,Hard Rock 100,"Silverton, CO",100M
1051,"Friday, Jul 11, 2025",2023,25,Kevin,Hadfield,Kevin Hadfield,Carbondale,CO,39,M,20,34:41:20,80.98,Finisher,Hard Rock 100,"Silverton, CO",100M
1052,"Friday, Jul 11, 2025",2023,26,Uxue,Fraile,Uxue Fraile,Leranotz,ESP,51,F,6,34:55:44,91.46,Finisher,Hard Rock 100,"Silverton, CO",100M
1053,"Friday, Jul 11, 2025",2023,27,Neal,Matosky,Neal Matosky,Durango,CO,34,M,21,35:35:13,69.58,Finisher,Hard Rock 100,"Silverton, CO",100M
1054,"Friday, Jul 11, 2025",2023,28,Andrew,Poland,Andrew Poland,Lakewood,CO,39,M,22,35:36:20,72.36,Finisher,Hard Rock 100,"Silverton, CO",100M
1055,"Friday, Jul 11, 2025",2023,29,Kyle,Fulmer,Kyle Fulmer,Boulder,CO,44,M,23,35:55:32,71.23,Finisher,Hard Rock 100,"Silverton, CO",100M
1056,"Friday, Jul 11, 2025",2023,30,Colin,Thornton,Colin Thornton,Largs,GBR,45,M,24,35:58:27,75.08,Finisher,Hard Rock 100,"Silverton, CO",100M
1057,"Friday, Jul 11, 2025",2023,31,Matt,Meckenstock,Matt Meckenstock,Bright,AUS,39,M,25,36:00:35,71.29,Finisher,Hard Rock 100,"Silverton, CO",100M
1058,"Friday, Jul 11, 2025",2023,32,Ian,Farris,Ian Farris,Draper,UT,43,M,26,36:17:49,79.02,Finisher,Hard Rock 100,"Silverton, CO",100M
1059,"Friday, Jul 11, 2025",2023,33,Brian,Hopton-Jones,Brian Hopton-Jones,Fort Worth,TX,38,M,27,36:18:58,84.29,Finisher,Hard Rock 100,"Silverton, CO",100M
1060,"Friday, Jul 11, 2025",2023,34,Shinsuke,Isomura,Shinsuke Isomura,Hayama-Machi,JPN,46,M,28,36:20:00,70.15,Finisher,Hard Rock 100,"Silverton, CO",100M
1061,"Friday, Jul 11, 2025",2023,35,Garret,Christensen,Garret Christensen,Reno,NV,45,M,29,36:29:12,68.22,Finisher,Hard Rock 100,"Silverton, CO",100M
1062,"Friday, Jul 11, 2025",2023,36,Jose,Cervantes,Jose Cervantes,Boise,ID,54,M,30,36:37:07,84.42,Finisher,Hard Rock 100,"Silverton, CO",100M
1063,"Friday, Jul 11, 2025",2023,37,Isaiah,Hemmen,Isaiah Hemmen,Seattle,WA,48,M,31,36:47:17,84.99,Finisher,Hard Rock 100,"Silverton, CO",100M
1064,"Friday, Jul 11, 2025",2023,38,Ben,Thompson,Ben Thompson,Durango,CO,46,M,32,37:46:39,69.07,Finisher,Hard Rock 100,"Silverton, CO",100M
1065,"Friday, Jul 11, 2025",2023,39,Michael,Henson,Michael Henson,Leavenworth,WA,50,M,33,37:53:18,66.08,Finisher,Hard Rock 100,"Silverton, CO",100M
1066,"Friday, Jul 11, 2025",2023,40,Wayne,McGilvery,Wayne McGilvery,Rimforest,CA,56,M,34,38:01:33,68.56,Finisher,Hard Rock 100,"Silverton, CO",100M
1067,"Friday, Jul 11, 2025",2023,41,Masazumi,Fujioka,Masazumi Fujioka,Redmond,WA,53,M,35,38:03:17,84.3,Finisher,Hard Rock 100,"Silverton, CO",100M
1068,"Friday, Jul 11, 2025",2023,42,Ryan,Cooper,Ryan Cooper,Boulder,CO,51,M,36,38:11:27,81.53,Finisher,Hard Rock 100,"Silverton, CO",100M
1069,"Friday, Jul 11, 2025",2023,43,Adrian,Torres,Adrian Torres,Milpitas,CA,54,M,37,38:33:01,71.62,Finisher,Hard Rock 100,"Silverton, CO",100M
1070,"Friday, Jul 11, 2025",2023,44,Preston,Wood,Preston Wood,North Ogden,UT,37,M,38,38:37:05,77.32,Finisher,Hard Rock 100,"Silverton, CO",100M
1071,"Friday, Jul 11, 2025",2023,45,Becky,Bates,Becky Bates,Kimberley,BC,63,F,7,38:38:55,84.61,Finisher,Hard Rock 100,"Silverton, CO",100M
1072,"Friday, Jul 11, 2025",2023,46,Kenneth,Letterle,Kenneth Letterle,Beaumont,TX,42,M,39,38:42:03,77.8,Finisher,Hard Rock 100,"Silverton, CO",100M
1073,"Friday, Jul 11, 2025",2023,47,Mark,Vogel,Mark Vogel,Spokane,WA,52,M,40,38:50:48,71.23,Finisher,Hard Rock 100,"Silverton, CO",100M
1074,"Friday, Jul 11, 2025",2023,48,Kent,Ryhorchuk,Kent Ryhorchuk,Portola Valley,CA,50,M,41,39:03:02,71.38,Finisher,Hard Rock 100,"Silverton, CO",100M
1075,"Friday, Jul 11, 2025",2023,49,Jamil,Coury,Jamil Coury,Phoenix,AZ,40,M,42,39:39:58,69.49,Finisher,Hard Rock 100,"Silverton, CO",100M
1076,"Friday, Jul 11, 2025",2023,50,Drew,Adams,Drew Adams,Twin Falls,ID,37,M,43,39:46:25,75.41,Finisher,Hard Rock 100,"Silverton, CO",100M
1077,"Friday, Jul 11, 2025",2023,51,Aliza,Lapierre,Aliza Lapierre,Richmond,VT,45,F,8,39:54:57,96.32,Finisher,Hard Rock 100,"Silverton, CO",100M
1078,"Friday, Jul 11, 2025",2023,52,Kevin,Doty,Kevin Doty,Longmont,CO,46,M,44,40:08:37,67.16,Finisher,Hard Rock 100,"Silverton, CO",100M
1079,"Friday, Jul 11, 2025",2023,53,Scott,Martin,Scott Martin,Portland,OR,53,M,45,40:17:46,76.23,Finisher,Hard Rock 100,"Silverton, CO",100M
1080,"Friday, Jul 11, 2025",2023,54,Chen,Guohui,Chen Guohui,Hong Kong,CHN,39,M,46,40:20:13,62.26,Finisher,Hard Rock 100,"Silverton, CO",100M
